,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0.25,0,0.0,1.0,0,0,0,0,1,0,0,0,0
1,71,35,11,1.0,1,1.0,1.0,0,4,2,4,3,4,2,1,1
2,69,34,9,0.25,1,2.0,1.0,0,2,1,2,2,-2,-1,-1,0
3,67,33,7,0.25,1,3.0,1.0,0,0,0,0,1,-2,-1,-1,-1
4,71,35,11,0.5,1,4.0,1.0,0,4,2,4,3,4,2,1,0
5,69,34,9,0.25,1,5.0,1.0,0,2,1,2,2,-2,-1,-1,-1
6,67,33,7,0.25,1,6.0,1.0,0,0,0,0,1,-2,-1,-1,-2
7,74,37,2,1.0,2,7.0,1.0,0,7,4,7,5,7,4,1,-1
8,74,37,2,0.25,2,8.0,1.5,0,7,4,7,5,0,0,0,-1
9,74,37,2,0.125,2,9.5,0.5,0,7,4,7,5,0,0,0,-1
10,74,37,2,0.5,2,10.0,2.0,0,7,4,7,5,0,0,0,-1
11,74,37,2,0.25,2,12.0,1.0,0,7,4,7,5,0,0,0,-1
12,74,37,2,1.0,3,13.0,1.0,0,7,4,7,5,0,0,0,-1
13,76,38,4,0.25,3,14.0,1.0,0,9,5,9,6,2,1,1,0
14,79,40,7,0.25,3,15.0,1.0,0,12,7,0,1,3,2,1,1
15,71,35,11,0.5,3,16.0,1.0,0,4,2,4,3,-8,-5,-1,0
16,72,36,0,0.25,3,17.0,1.0,0,5,3,5,4,1,1,1,1
17,74,37,2,0.25,3,18.0,1.0,0,7,4,7,5,2,1,1,2
18,76,38,4,1.0,4,19.0,1.0,0,9,5,9,6,2,1,1,3
19,74,37,2,0.25,4,20.0,1.5,0,7,4,7,5,-2,-1,-1,2
20,73,36,1,0.125,4,21.5,0.5,0,6,3,6,4,-1,-1,-1,1
21,74,37,2,0.5,4,22.0,2.0,0,7,4,7,5,1,1,1,2
22,74,37,2,0.25,4,24.0,1.0,0,7,4,7,5,0,0,0,2
23,74,37,2,1.0,5,25.0,1.0,0,7,4,7,5,0,0,0,2
24,76,38,4,0.25,5,26.0,1.0,0,9,5,9,6,2,1,1,3
25,78,39,6,0.25,5,27.0,1.0,0,11,6,11,7,2,1,1,4
26,79,40,7,0.5,5,28.0,1.0,0,12,7,0,1,1,1,1,5
27,78,39,6,0.25,5,29.0,1.0,0,11,6,11,7,-1,-1,-1,4
28,76,38,4,0.25,5,30.0,1.0,0,9,5,9,6,-2,-1,-1,3
29,74,37,2,1.0,6,31.0,2.0,0,7,4,7,5,-2,-1,-1,2
30,72,36,0,0.25,6,33.0,1.0,0,5,3,5,4,-2,-1,-1,1
31,71,35,11,0.5,6,34.0,2.0,0,4,2,4,3,-1,-1,-1,0
32,74,37,2,0.25,6,36.0,1.0,0,7,4,7,5,3,2,1,1
33,76,38,4,1.0,7,37.0,2.0,0,9,5,9,6,2,1,1,2
34,74,37,2,0.25,7,39.0,1.0,0,7,4,7,5,-2,-1,-1,1
35,74,37,2,0.5,7,40.0,1.0,0,7,4,7,5,0,0,0,1
36,72,36,0,0.25,7,41.0,1.0,0,5,3,5,4,-2,-1,-1,0
37,71,35,11,0.25,7,42.0,1.0,0,4,2,4,3,-1,-1,-1,-1
38,69,34,9,1.0,8,43.0,4.0,0,2,1,2,2,-2,-1,-1,-2
39,71,35,11,0.25,8,47.0,1.0,0,4,2,4,3,2,1,1,-1
40,72,36,0,0.25,8,48.0,1.0,0,5,3,5,4,1,1,1,0
41,74,37,2,1.0,9,49.0,1.0,0,7,4,7,5,2,1,1,1
42,76,38,4,0.25,9,50.0,1.0,0,9,5,9,6,2,1,1,2
43,74,37,2,0.25,9,51.0,1.0,0,7,4,7,5,-2,-1,-1,1
44,71,35,11,0.5,9,52.0,1.0,0,4,2,4,3,-3,-2,-1,0
45,69,34,9,0.25,9,53.0,1.0,0,2,1,2,2,-2,-1,-1,-1
46,67,33,7,0.25,9,54.0,1.0,0,0,0,0,1,-2,-1,-1,-2
47,72,36,0,1.0,10,55.0,2.0,0,5,3,5,4,5,3,1,-1
48,71,35,11,0.25,10,57.0,1.0,0,4,2,4,3,-1,-1,-1,-2
49,69,34,9,0.5,10,58.0,1.0,0,2,1,2,2,-2,-1,-1,-3
50,71,35,11,0.25,10,59.0,1.0,0,4,2,4,3,2,1,1,-2
51,72,36,0,0.25,10,60.0,1.0,0,5,3,5,4,1,1,1,-1
52,74,37,2,1.0,11,61.0,1.0,0,7,4,7,5,2,1,1,0
53,76,38,4,0.25,11,62.0,1.0,0,9,5,9,6,2,1,1,1
54,74,37,2,0.25,11,63.0,1.0,0,7,4,7,5,-2,-1,-1,0
55,72,36,0,0.5,11,64.0,1.0,0,5,3,5,4,-2,-1,-1,-1
56,71,35,11,0.25,11,65.0,1.0,0,4,2,4,3,-1,-1,-1,-2
57,69,34,9,0.25,11,66.0,1.0,0,2,1,2,2,-2,-1,-1,-3
58,67,33,7,1.0,12,67.0,3.0,0,0,0,0,1,-2,-1,-1,-4
59,67,33,7,0.5,12,70.0,2.0,0,0,0,0,1,0,0,0,-4
