,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.125,0,0.0,1.0,0,7,4,7,5,0,0,0,0
1,74,37,2,0.25,0,1.0,1.0,0,7,4,7,5,0,0,0,0
2,74,37,2,0.125,0,2.0,1.0,0,7,4,7,5,0,0,0,0
3,67,33,7,1.0,1,3.0,2.0,0,0,0,0,1,-7,-4,-1,-1
4,67,33,7,0.25,1,5.0,2.0,0,0,0,0,1,0,0,0,-1
5,69,34,9,0.5,1,7.0,1.5,0,2,1,2,2,2,1,1,0
6,69,34,9,0.062,1,8.5,0.5,0,2,1,2,2,0,0,0,0
7,67,33,7,0.25,1,9.0,1.0,0,0,0,0,1,-2,-1,-1,-1
8,69,34,9,0.125,1,10.0,1.0,0,2,1,2,2,2,1,1,0
9,71,35,11,1.0,2,11.0,2.0,0,4,2,4,3,2,1,1,1
10,71,35,11,0.25,2,13.0,2.0,0,4,2,4,3,0,0,0,1
11,71,35,11,0.0,2,15.0,1.0,0,4,2,4,3,0,0,0,1
12,74,37,2,0.125,2,16.0,1.0,0,7,4,7,5,3,2,1,2
13,74,37,2,0.25,2,17.0,1.0,0,7,4,7,5,0,0,0,2
14,74,37,2,0.125,2,18.0,1.0,0,7,4,7,5,0,0,0,2
15,67,33,7,1.0,3,19.0,2.0,0,0,0,0,1,-7,-4,-1,1
16,67,33,7,0.25,3,21.0,2.0,0,0,0,0,1,0,0,0,1
17,69,34,9,0.5,3,23.0,1.5,0,2,1,2,2,2,1,1,2
18,69,34,9,0.062,3,24.5,0.5,0,2,1,2,2,0,0,0,2
19,67,33,7,0.25,3,25.0,1.0,0,0,0,0,1,-2,-1,-1,1
20,69,34,9,0.125,3,26.0,1.0,0,2,1,2,2,2,1,1,2
21,71,35,11,1.0,4,27.0,2.0,0,4,2,4,3,2,1,1,3
22,71,35,11,0.25,4,29.0,2.0,0,4,2,4,3,0,0,0,3
23,71,35,11,0.0,4,31.0,2.0,0,4,2,4,3,0,0,0,3
24,71,35,11,0.25,4,33.0,1.0,0,4,2,4,3,0,0,0,3
25,71,35,11,0.125,4,34.0,0.5,0,4,2,4,3,0,0,0,3
26,72,36,0,0.062,4,34.5,0.5,0,5,3,5,4,1,1,1,4
27,74,37,2,1.0,5,35.0,3.0,0,7,4,7,5,2,1,1,5
28,74,37,2,0.125,5,38.0,1.0,0,7,4,7,5,0,0,0,5
29,72,36,0,0.5,5,39.0,1.0,0,5,3,5,4,-2,-1,-1,4
30,71,35,11,0.125,5,40.0,1.0,0,4,2,4,3,-1,-1,-1,3
31,72,36,0,0.25,5,41.0,1.0,0,5,3,5,4,1,1,1,4
32,74,37,2,0.125,5,42.0,1.0,0,7,4,7,5,2,1,1,5
33,76,38,4,1.0,6,43.0,2.0,0,9,5,9,6,2,1,1,6
34,76,38,4,0.25,6,45.0,2.0,0,9,5,9,6,0,0,0,6
35,76,38,4,0.5,6,47.0,2.0,0,9,5,9,6,0,0,0,6
36,71,35,11,0.25,6,49.0,1.0,0,4,2,4,3,-5,-3,-1,5
37,71,35,11,0.125,6,50.0,0.5,0,4,2,4,3,0,0,0,5
38,72,36,0,0.062,6,50.5,0.5,0,5,3,5,4,1,1,1,6
39,74,37,2,1.0,7,51.0,3.0,0,7,4,7,5,2,1,1,7
40,71,35,11,0.125,7,54.0,1.0,0,4,2,4,3,-3,-2,-1,6
41,69,34,9,0.5,7,55.0,1.0,0,2,1,2,2,-2,-1,-1,5
42,69,34,9,0.125,7,56.0,1.0,0,2,1,2,2,0,0,0,5
43,74,37,2,0.25,7,57.0,1.5,0,7,4,7,5,5,3,1,6
44,72,36,0,0.062,7,58.5,0.5,0,5,3,5,4,-2,-1,-1,5
45,71,35,11,1.0,8,59.0,4.0,0,4,2,4,3,-1,-1,-1,4
46,71,35,11,0.0,8,63.0,1.0,0,4,2,4,3,0,0,0,4
