,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,0.25,0,0.0,1.0,0,4,2,4,3,0,0,0,0
1,69,34,9,0.125,0,1.0,1.0,0,2,1,2,2,-2,-1,-1,-1
2,67,33,7,1.0,1,2.0,2.0,0,0,0,0,1,-2,-1,-1,-2
3,71,35,11,0.25,1,4.0,1.0,0,4,2,4,3,4,2,1,-1
4,69,34,9,0.125,1,5.0,1.0,0,2,1,2,2,-2,-1,-1,-2
5,67,33,7,0.5,1,6.0,2.0,0,0,0,0,1,-2,-1,-1,-3
6,74,37,2,0.25,1,8.0,1.0,0,7,4,7,5,7,4,1,-2
7,72,36,0,0.125,1,9.0,1.0,0,5,3,5,4,-2,-1,-1,-3
8,71,35,11,1.0,2,10.0,2.0,0,4,2,4,3,-1,-1,-1,-4
9,69,34,9,0.25,2,12.0,2.0,0,2,1,2,2,-2,-1,-1,-5
10,67,33,7,0.5,2,14.0,2.0,0,0,0,0,1,-2,-1,-1,-6
11,67,33,7,0.25,2,16.0,1.0,0,0,0,0,1,0,0,0,-6
12,71,35,11,0.125,2,17.0,1.0,0,4,2,4,3,4,2,1,-5
13,74,37,2,1.0,3,18.0,2.0,0,7,4,7,5,3,2,1,-4
14,74,37,2,0.25,3,20.0,1.0,0,7,4,7,5,0,0,0,-4
15,76,38,4,0.125,3,21.0,1.0,0,9,5,9,6,2,1,1,-3
16,74,37,2,0.5,3,22.0,2.0,0,7,4,7,5,-2,-1,-1,-4
17,72,36,0,0.25,3,24.0,1.0,0,5,3,5,4,-2,-1,-1,-5
18,71,35,11,0.125,3,25.0,1.0,0,4,2,4,3,-1,-1,-1,-6
19,69,34,9,1.0,4,26.0,4.0,0,2,1,2,2,-2,-1,-1,-7
20,69,34,9,0.0,4,30.0,2.0,0,2,1,2,2,0,0,0,-7
21,69,34,9,0.25,4,32.0,1.0,0,2,1,2,2,0,0,0,-7
22,71,35,11,0.125,4,33.0,1.0,0,4,2,4,3,2,1,1,-6
23,72,36,0,1.0,5,34.0,2.0,0,5,3,5,4,1,1,1,-5
24,72,36,0,0.25,5,36.0,1.0,0,5,3,5,4,0,0,0,-5
25,72,36,0,0.125,5,37.0,1.0,0,5,3,5,4,0,0,0,-5
26,74,37,2,0.5,5,38.0,1.0,0,7,4,7,5,2,1,1,-4
27,72,36,0,0.125,5,39.0,1.0,0,5,3,5,4,-2,-1,-1,-5
28,71,35,11,0.25,5,40.0,1.0,0,4,2,4,3,-1,-1,-1,-6
29,69,34,9,0.125,5,41.0,1.0,0,2,1,2,2,-2,-1,-1,-7
30,67,33,7,1.0,6,42.0,2.0,0,0,0,0,1,-2,-1,-1,-8
31,71,35,11,0.25,6,44.0,2.0,0,4,2,4,3,4,2,1,-7
32,71,35,11,0.5,6,46.0,2.0,0,4,2,4,3,0,0,0,-7
33,67,33,7,0.25,6,48.0,1.0,0,0,0,0,1,-4,-2,-1,-8
34,67,33,7,0.125,6,49.0,1.0,0,0,0,0,1,0,0,0,-8
35,69,34,9,1.0,7,50.0,1.0,0,2,1,2,2,2,1,1,-7
36,69,34,9,0.125,7,51.0,1.0,0,2,1,2,2,0,0,0,-7
37,71,35,11,0.25,7,52.0,1.0,0,4,2,4,3,2,1,1,-6
38,69,34,9,0.125,7,53.0,1.0,0,2,1,2,2,-2,-1,-1,-7
39,66,32,6,0.5,7,54.0,2.0,0,-1,-1,11,7,-3,-2,-1,-8
40,64,31,4,0.25,7,56.0,1.0,0,-3,-2,9,6,-2,-1,-1,-9
41,66,32,6,0.125,7,57.0,1.0,0,-1,-1,11,7,2,1,1,-8
42,67,33,7,1.0,8,58.0,6.0,0,0,0,0,1,1,1,1,-7
