,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,0.25,0,0.0,0.5,0,4,2,4,3,0,0,0,0
1,72,36,0,0.125,0,0.5,0.5,0,5,3,5,4,1,1,1,1
2,74,37,2,1.0,1,1.0,1.0,0,7,4,7,5,2,1,1,2
3,74,37,2,0.25,1,2.0,1.0,0,7,4,7,5,0,0,0,2
4,74,37,2,0.25,1,3.0,1.0,0,7,4,7,5,0,0,0,2
5,74,37,2,0.5,1,4.0,2.0,0,7,4,7,5,0,0,0,2
6,74,37,2,0.25,1,6.0,1.0,0,7,4,7,5,0,0,0,2
7,76,38,4,1.0,2,7.0,3.0,0,9,5,9,6,2,1,1,3
8,74,37,2,0.5,2,10.0,2.0,0,7,4,7,5,-2,-1,-1,2
9,79,40,7,0.25,2,12.0,1.0,0,12,7,0,1,5,3,1,3
10,78,39,6,1.0,3,13.0,2.0,0,11,6,11,7,-1,-1,-1,2
11,81,41,9,0.25,3,15.0,1.0,0,14,8,2,2,3,2,1,3
12,76,38,4,0.5,3,16.0,2.0,0,9,5,9,6,-5,-3,-1,2
13,81,41,9,0.25,3,18.0,1.0,0,14,8,2,2,5,3,1,3
14,74,37,2,1.0,4,19.0,3.0,0,7,4,7,5,-7,-4,-1,2
15,74,37,2,0.5,4,22.0,2.0,0,7,4,7,5,0,0,0,2
16,71,35,11,0.25,4,24.0,0.5,0,4,2,4,3,-3,-2,-1,1
17,72,36,0,0.125,4,24.5,0.5,0,5,3,5,4,1,1,1,2
18,74,37,2,1.0,5,25.0,1.0,0,7,4,7,5,2,1,1,3
19,74,37,2,0.25,5,26.0,1.0,0,7,4,7,5,0,0,0,3
20,74,37,2,0.25,5,27.0,1.0,0,7,4,7,5,0,0,0,3
21,74,37,2,0.5,5,28.0,2.0,0,7,4,7,5,0,0,0,3
22,74,37,2,0.25,5,30.0,1.0,0,7,4,7,5,0,0,0,3
23,76,38,4,1.0,6,31.0,3.0,0,9,5,9,6,2,1,1,4
24,74,37,2,0.5,6,34.0,2.0,0,7,4,7,5,-2,-1,-1,3
25,79,40,7,0.25,6,36.0,1.0,0,12,7,0,1,5,3,1,4
26,78,39,6,1.0,7,37.0,1.0,0,11,6,11,7,-1,-1,-1,3
27,78,39,6,0.25,7,38.0,1.0,0,11,6,11,7,0,0,0,3
28,81,41,9,0.25,7,39.0,1.0,0,14,8,2,2,3,2,1,4
29,76,38,4,0.5,7,40.0,2.0,0,9,5,9,6,-5,-3,-1,3
30,81,41,9,0.25,7,42.0,1.0,0,14,8,2,2,5,3,1,4
31,74,37,2,1.0,8,43.0,3.0,0,7,4,7,5,-7,-4,-1,3
32,74,37,2,0.5,8,46.0,2.0,0,7,4,7,5,0,0,0,3
33,74,37,2,0.25,8,48.0,1.0,0,7,4,7,5,0,0,0,3
