,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.0,1.0,61,67,32,7,5,0,0,0,0
1,67,33,7,1.0,1.0,62,60,28,0,1,-7,-4,-1,-1
2,67,33,7,2.0,1.0,61,60,28,0,1,0,0,0,-1
3,71,35,11,3.0,1.0,62,64,30,4,3,4,2,1,0
4,74,37,2,4.0,2.0,59,67,32,7,5,3,2,1,1
5,74,37,2,6.0,1.0,65,67,32,7,5,0,0,0,1
6,76,38,4,7.0,1.0,70,69,33,9,6,2,1,1,2
7,76,38,4,8.0,1.0,56,69,33,9,6,0,0,0,2
8,76,38,4,9.0,1.0,62,69,33,9,6,0,0,0,2
9,74,37,2,10.0,2.0,58,67,32,7,5,-2,-1,-1,1
10,74,37,2,12.0,1.0,59,67,32,7,5,0,0,0,1
11,67,33,7,13.0,1.0,70,60,28,0,1,-7,-4,-1,0
12,69,34,9,14.0,1.0,58,62,29,2,2,2,1,1,1
13,71,35,11,15.0,1.0,56,64,30,4,3,2,1,1,2
14,71,35,11,16.0,1.0,58,64,30,4,3,0,0,0,2
15,71,35,11,17.0,1.0,64,64,30,4,3,0,0,0,2
16,69,34,9,18.0,1.0,60,62,29,2,2,-2,-1,-1,1
17,67,33,7,19.0,1.0,63,60,28,0,1,-2,-1,-1,0
18,71,35,11,20.0,1.0,65,64,30,4,3,4,2,1,1
19,67,33,7,21.0,1.0,63,60,28,0,1,-4,-2,-1,0
20,62,30,2,22.0,2.0,66,55,25,7,5,-5,-3,-1,-1
21,62,30,2,24.0,1.0,59,55,25,7,5,0,0,0,-1
22,67,33,7,25.0,3.0,62,60,28,0,1,5,3,1,0
23,69,34,9,28.0,2.0,60,62,29,2,2,2,1,1,1
24,69,34,9,30.0,1.0,58,62,29,2,2,0,0,0,1
25,71,35,11,31.0,3.0,68,64,30,4,3,2,1,1,2
26,74,37,2,34.0,2.0,58,67,32,7,5,3,2,1,3
27,71,35,11,36.0,1.0,65,64,30,4,3,-3,-2,-1,2
28,67,33,7,37.0,2.0,62,60,28,0,1,-4,-2,-1,1
29,74,37,2,39.0,1.0,61,67,32,7,5,7,4,1,2
30,74,37,2,40.0,2.0,63,67,32,7,5,0,0,0,2
31,72,36,0,42.0,1.0,58,65,31,5,4,-2,-1,-1,1
32,71,35,11,43.0,5.0,69,64,30,4,3,-1,-1,-1,0
