,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,1.5,64,55,25,7,5,0,0,0,0
1,62,30,2,1.5,0.5,66,55,25,7,5,0,0,0,0
2,67,33,7,2.0,2.0,72,60,28,0,1,5,3,1,1
3,71,35,11,4.0,1.0,67,64,30,4,3,4,2,1,2
4,71,35,11,5.0,1.0,57,64,30,4,3,0,0,0,2
5,69,34,9,6.0,1.0,62,62,29,2,2,-2,-1,-1,1
6,67,33,7,7.0,1.0,63,60,28,0,1,-2,-1,-1,0
7,66,32,6,8.0,1.0,64,59,27,11,7,-1,-1,-1,-1
8,67,33,7,9.0,1.0,56,60,28,0,1,1,1,1,0
9,69,34,9,10.0,2.0,65,62,29,2,2,2,1,1,1
10,71,35,11,12.0,2.0,62,64,30,4,3,2,1,1,2
11,69,34,9,14.0,2.0,62,62,29,2,2,-2,-1,-1,1
12,67,33,7,16.0,1.5,64,60,28,0,1,-2,-1,-1,0
13,69,34,9,17.5,0.5,64,62,29,2,2,2,1,1,1
14,71,35,11,18.0,2.0,63,64,30,4,3,2,1,1,2
15,74,37,2,20.0,1.5,67,67,32,7,5,3,2,1,3
16,74,37,2,21.5,0.5,60,67,32,7,5,0,0,0,3
17,72,36,0,22.0,2.0,64,65,31,5,4,-2,-1,-1,2
18,71,35,11,24.0,1.0,69,64,30,4,3,-1,-1,-1,1
19,71,35,11,25.0,1.0,66,64,30,4,3,0,0,0,1
20,69,34,9,26.0,2.0,66,62,29,2,2,-2,-1,-1,0
21,69,34,9,32.0,1.5,69,62,29,2,2,0,0,0,0
22,71,35,11,33.5,0.5,64,64,30,4,3,2,1,1,1
23,72,36,0,34.0,2.0,70,65,31,5,4,1,1,1,2
24,72,36,0,36.0,1.5,66,65,31,5,4,0,0,0,2
25,72,36,0,37.5,0.5,58,65,31,5,4,0,0,0,2
26,74,37,2,38.0,1.0,67,67,32,7,5,2,1,1,3
27,72,36,0,39.0,1.0,61,65,31,5,4,-2,-1,-1,2
28,71,35,11,40.0,1.0,61,64,30,4,3,-1,-1,-1,1
29,69,34,9,41.0,1.0,56,62,29,2,2,-2,-1,-1,0
30,67,33,7,42.0,2.0,66,60,28,0,1,-2,-1,-1,-1
31,74,37,2,44.0,2.0,67,67,32,7,5,7,4,1,0
32,74,37,2,46.0,2.0,70,67,32,7,5,0,0,0,0
33,67,33,7,48.0,1.0,62,60,28,0,1,-7,-4,-1,-1
34,67,33,7,49.0,1.0,66,60,28,0,1,0,0,0,-1
35,69,34,9,50.0,1.0,72,62,29,2,2,2,1,1,0
36,71,35,11,51.0,1.0,66,64,30,4,3,2,1,1,1
37,72,36,0,52.0,1.0,64,65,31,5,4,1,1,1,2
38,72,36,0,53.0,1.0,57,65,31,5,4,0,0,0,2
39,71,35,11,54.0,2.0,67,64,30,4,3,-1,-1,-1,1
40,69,34,9,56.0,2.0,64,62,29,2,2,-2,-1,-1,0
41,67,33,7,58.0,2.0,67,60,28,0,1,-2,-1,-1,-1
