,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,1.0,1,0.0,3.0,0,7,4,7,5,0,0,0,0
1,74,37,2,0.5,1,3.0,2.0,0,7,4,7,5,0,0,0,0
2,74,37,2,0.25,1,5.0,1.0,0,7,4,7,5,0,0,0,0
3,67,33,7,1.0,2,6.0,2.0,0,0,0,0,1,-7,-4,-1,-1
4,74,37,2,0.25,2,8.0,1.0,0,7,4,7,5,7,4,1,0
5,74,37,2,0.5,2,9.0,1.5,0,7,4,7,5,0,0,0,0
6,74,37,2,0.125,2,10.5,0.5,0,7,4,7,5,0,0,0,0
7,74,37,2,0.25,2,11.0,1.0,0,7,4,7,5,0,0,0,0
8,67,33,7,1.0,3,12.0,2.0,0,0,0,0,1,-7,-4,-1,-1
9,71,35,11,0.25,3,14.0,1.0,0,4,2,4,3,4,2,1,0
10,69,34,9,0.5,3,15.0,1.0,0,2,1,2,2,-2,-1,-1,-1
11,71,35,11,0.25,3,16.0,1.0,0,4,2,4,3,2,1,1,0
12,72,36,0,0.25,3,17.0,1.0,0,5,3,5,4,1,1,1,1
13,72,36,0,1.0,4,18.0,1.0,0,5,3,5,4,0,0,0,1
14,71,35,11,0.25,4,19.0,1.0,0,4,2,4,3,-1,-1,-1,0
15,69,34,9,0.25,4,20.0,1.0,0,2,1,2,2,-2,-1,-1,-1
16,67,33,7,0.5,4,21.0,1.0,0,0,0,0,1,-2,-1,-1,-2
17,69,34,9,0.25,4,22.0,1.0,0,2,1,2,2,2,1,1,-1
18,71,35,11,0.25,4,23.0,1.0,0,4,2,4,3,2,1,1,0
19,62,30,2,1.0,5,24.0,3.0,0,-5,-3,7,5,-9,-5,-1,-1
20,62,30,2,0.5,5,27.0,2.0,0,-5,-3,7,5,0,0,0,-1
21,62,30,2,0.25,5,29.0,1.0,0,-5,-3,7,5,0,0,0,-1
22,67,33,7,1.0,6,30.0,3.0,0,0,0,0,1,5,3,1,0
23,69,34,9,0.5,6,33.0,2.0,0,2,1,2,2,2,1,1,1
24,69,34,9,0.25,6,35.0,1.0,0,2,1,2,2,0,0,0,1
25,71,35,11,1.0,7,36.0,2.0,0,4,2,4,3,2,1,1,2
26,76,38,4,0.25,7,38.0,1.0,0,9,5,9,6,5,3,1,3
27,74,37,2,0.5,7,39.0,2.0,0,7,4,7,5,-2,-1,-1,2
28,71,35,11,0.25,7,41.0,1.0,0,4,2,4,3,-3,-2,-1,1
29,67,33,7,1.0,8,42.0,3.0,0,0,0,0,1,-4,-2,-1,0
30,74,37,2,0.5,8,45.0,2.0,0,7,4,7,5,7,4,1,1
31,72,36,0,0.25,8,47.0,1.0,0,5,3,5,4,-2,-1,-1,0
32,71,35,11,1.0,9,48.0,3.0,0,4,2,4,3,-1,-1,-1,-1
33,71,35,11,0.5,9,51.0,2.0,0,4,2,4,3,0,0,0,-1
