,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.25,0,0.0,1.0,0,-5,-3,7,5,0,0,0,0
1,62,30,2,0.125,0,1.0,1.0,0,-5,-3,7,5,0,0,0,0
2,71,35,11,1.0,1,2.0,4.0,0,4,2,4,3,9,5,1,1
3,74,37,2,0.5,1,6.0,2.0,0,7,4,7,5,3,2,1,2
4,72,36,0,0.25,1,8.0,2.0,0,5,3,5,4,-2,-1,-1,1
5,71,35,11,1.0,2,10.0,3.0,0,4,2,4,3,-1,-1,-1,0
6,69,34,9,0.25,2,13.0,1.0,0,2,1,2,2,-2,-1,-1,-1
7,67,33,7,0.5,2,14.0,1.0,0,0,0,0,1,-2,-1,-1,-2
8,69,34,9,0.25,2,15.0,1.0,0,2,1,2,2,2,1,1,-1
9,71,35,11,1.0,3,16.0,2.0,0,4,2,4,3,2,1,1,0
10,69,34,9,0.25,3,18.0,4.0,0,2,1,2,2,-2,-1,-1,-1
11,62,30,2,0.25,3,22.0,1.0,0,-5,-3,7,5,-7,-4,-1,-2
12,62,30,2,0.125,3,23.0,1.0,0,-5,-3,7,5,0,0,0,-2
13,71,35,11,1.0,4,24.0,4.0,0,4,2,4,3,9,5,1,-1
14,74,37,2,0.5,4,28.0,2.0,0,7,4,7,5,3,2,1,0
15,72,36,0,0.25,4,30.0,2.0,0,5,3,5,4,-2,-1,-1,-1
16,71,35,11,1.0,5,32.0,3.0,0,4,2,4,3,-1,-1,-1,-2
17,69,34,9,0.25,5,35.0,1.0,0,2,1,2,2,-2,-1,-1,-3
18,67,33,7,0.5,5,36.0,1.0,0,0,0,0,1,-2,-1,-1,-4
19,69,34,9,0.25,5,37.0,1.0,0,2,1,2,2,2,1,1,-3
20,71,35,11,1.0,6,38.0,2.0,0,4,2,4,3,2,1,1,-2
21,69,34,9,0.25,6,40.0,2.0,0,2,1,2,2,-2,-1,-1,-3
22,72,36,0,0.5,6,42.0,2.0,0,5,3,5,4,3,2,1,-2
23,71,35,11,0.25,6,44.0,1.0,0,4,2,4,3,-1,-1,-1,-3
24,69,34,9,0.125,6,45.0,1.0,0,2,1,2,2,-2,-1,-1,-4
25,67,33,7,1.0,7,46.0,2.0,0,0,0,0,1,-2,-1,-1,-5
26,67,33,7,0.25,7,48.0,1.0,0,0,0,0,1,0,0,0,-5
27,67,33,7,0.125,7,49.0,1.0,0,0,0,0,1,0,0,0,-5
28,69,34,9,0.5,7,50.0,2.0,0,2,1,2,2,2,1,1,-4
29,76,38,4,0.25,7,52.0,2.0,0,9,5,9,6,7,4,1,-3
30,74,37,2,1.0,8,54.0,6.0,0,7,4,7,5,-2,-1,-1,-4
31,67,33,7,0.25,8,60.0,1.0,0,0,0,0,1,-7,-4,-1,-5
32,67,33,7,0.125,8,61.0,1.0,0,0,0,0,1,0,0,0,-5
33,69,34,9,1.0,9,62.0,2.0,0,2,1,2,2,2,1,1,-4
34,72,36,0,0.25,9,64.0,1.0,0,5,3,5,4,3,2,1,-3
35,72,36,0,0.125,9,65.0,1.0,0,5,3,5,4,0,0,0,-3
36,71,35,11,0.5,9,66.0,2.0,0,4,2,4,3,-1,-1,-1,-4
37,69,34,9,0.25,9,68.0,2.0,0,2,1,2,2,-2,-1,-1,-5
38,67,33,7,1.0,10,70.0,6.0,0,0,0,0,1,-2,-1,-1,-6
