,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.25,0,0.0,1.5,0,7,4,7,5,0,0,0,0
1,74,37,2,0.062,0,1.5,0.5,0,7,4,7,5,0,0,0,0
2,67,33,7,1.0,1,2.0,1.5,0,0,0,0,1,-7,-4,-1,-1
3,67,33,7,0.062,1,3.5,0.5,0,0,0,0,1,0,0,0,-1
4,71,35,11,0.25,1,4.0,1.5,0,4,2,4,3,4,2,1,0
5,71,35,11,0.062,1,5.5,0.5,0,4,2,4,3,0,0,0,0
6,69,34,9,0.5,1,6.0,1.5,0,2,1,2,2,-2,-1,-1,-1
7,69,34,9,0.062,1,7.5,0.5,0,2,1,2,2,0,0,0,-1
8,67,33,7,0.25,1,8.0,1.5,0,0,0,0,1,-2,-1,-1,-2
9,69,34,9,0.062,1,9.5,0.5,0,2,1,2,2,2,1,1,-1
10,71,35,11,1.0,2,10.0,2.0,0,4,2,4,3,2,1,1,0
11,71,35,11,0.25,2,12.0,4.0,0,4,2,4,3,0,0,0,0
12,74,37,2,0.25,2,16.0,1.5,0,7,4,7,5,3,2,1,1
13,74,37,2,0.062,2,17.5,0.5,0,7,4,7,5,0,0,0,1
14,67,33,7,1.0,3,18.0,1.5,0,0,0,0,1,-7,-4,-1,0
15,67,33,7,0.062,3,19.5,0.5,0,0,0,0,1,0,0,0,0
16,71,35,11,0.25,3,20.0,1.5,0,4,2,4,3,4,2,1,1
17,71,35,11,0.062,3,21.5,0.5,0,4,2,4,3,0,0,0,1
18,69,34,9,0.5,3,22.0,1.5,0,2,1,2,2,-2,-1,-1,0
19,69,34,9,0.062,3,23.5,0.5,0,2,1,2,2,0,0,0,0
20,67,33,7,0.25,3,24.0,1.5,0,0,0,0,1,-2,-1,-1,-1
21,69,34,9,0.062,3,25.5,0.5,0,2,1,2,2,2,1,1,0
22,71,35,11,1.0,4,26.0,2.0,0,4,2,4,3,2,1,1,1
23,71,35,11,0.25,4,28.0,3.0,0,4,2,4,3,0,0,0,1
24,71,35,11,0.125,4,31.0,1.0,0,4,2,4,3,0,0,0,1
25,71,35,11,0.25,4,32.0,1.5,0,4,2,4,3,0,0,0,1
26,72,36,0,0.062,4,33.5,0.5,0,5,3,5,4,1,1,1,2
27,74,37,2,1.0,5,34.0,3.5,0,7,4,7,5,2,1,1,3
28,76,38,4,0.062,5,37.5,0.5,0,9,5,9,6,2,1,1,4
29,72,36,0,0.5,5,38.0,1.0,0,5,3,5,4,-4,-2,-1,3
30,71,35,11,0.125,5,39.0,1.0,0,4,2,4,3,-1,-1,-1,2
31,72,36,0,0.25,5,40.0,1.0,0,5,3,5,4,1,1,1,3
32,74,37,2,0.125,5,41.0,1.0,0,7,4,7,5,2,1,1,4
33,76,38,4,1.0,6,42.0,2.0,0,9,5,9,6,2,1,1,5
34,76,38,4,0.25,6,44.0,2.0,0,9,5,9,6,0,0,0,5
35,76,38,4,0.5,6,46.0,1.0,0,9,5,9,6,0,0,0,5
36,71,35,11,0.125,6,47.0,1.0,0,4,2,4,3,-5,-3,-1,4
37,71,35,11,0.25,6,48.0,1.0,0,4,2,4,3,0,0,0,4
38,72,36,0,0.125,6,49.0,1.0,0,5,3,5,4,1,1,1,5
39,74,37,2,1.0,7,50.0,3.5,0,7,4,7,5,2,1,1,6
40,76,38,4,0.062,7,53.5,0.5,0,9,5,9,6,2,1,1,7
41,74,37,2,0.5,7,54.0,1.0,0,7,4,7,5,-2,-1,-1,6
42,76,38,4,0.125,7,55.0,1.0,0,9,5,9,6,2,1,1,7
43,74,37,2,0.25,7,56.0,1.0,0,7,4,7,5,-2,-1,-1,6
44,72,36,0,0.125,7,57.0,1.0,0,5,3,5,4,-2,-1,-1,5
45,71,35,11,1.0,8,58.0,6.0,0,4,2,4,3,-1,-1,-1,4
