,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,2.0,61,55,25,7,5,0,0,0,0
1,72,36,0,2.0,3.0,62,65,31,5,4,10,6,1,1
2,74,37,2,5.0,1.0,61,67,32,7,5,2,1,1,2
3,72,36,0,6.0,2.0,62,65,31,5,4,-2,-1,-1,1
4,71,35,11,8.0,3.0,71,64,30,4,3,-1,-1,-1,0
5,69,34,9,11.0,1.0,61,62,29,2,2,-2,-1,-1,-1
6,67,33,7,12.0,1.0,64,60,28,0,1,-2,-1,-1,-2
7,69,34,9,13.0,1.0,56,62,29,2,2,2,1,1,-1
8,71,35,11,14.0,2.0,70,64,30,4,3,2,1,1,0
9,69,34,9,16.0,2.0,62,62,29,2,2,-2,-1,-1,-1
10,62,30,2,20.0,2.0,61,55,25,7,5,-7,-4,-1,-2
11,72,36,0,22.0,3.0,70,65,31,5,4,10,6,1,-1
12,74,37,2,25.0,1.0,60,67,32,7,5,2,1,1,0
13,72,36,0,26.0,2.0,59,65,31,5,4,-2,-1,-1,-1
14,71,35,11,28.0,3.0,71,64,30,4,3,-1,-1,-1,-2
15,69,34,9,31.0,1.0,63,62,29,2,2,-2,-1,-1,-3
16,67,33,7,32.0,1.0,66,60,28,0,1,-2,-1,-1,-4
17,69,34,9,33.0,1.0,61,62,29,2,2,2,1,1,-3
18,71,35,11,34.0,2.0,62,64,30,4,3,2,1,1,-2
19,69,34,9,36.0,2.0,63,62,29,2,2,-2,-1,-1,-3
20,71,35,11,40.0,1.0,65,64,30,4,3,2,1,1,-2
21,69,34,9,41.0,1.0,58,62,29,2,2,-2,-1,-1,-3
22,67,33,7,42.0,2.0,68,60,28,0,1,-2,-1,-1,-4
23,67,33,7,44.0,1.0,59,60,28,0,1,0,0,0,-4
24,67,33,7,45.0,1.0,61,60,28,0,1,0,0,0,-4
25,69,34,9,46.0,2.0,69,62,29,2,2,2,1,1,-3
26,76,38,4,48.0,2.0,61,69,33,9,6,7,4,1,-2
27,74,37,2,50.0,4.0,71,67,32,7,5,-2,-1,-1,-3
28,71,35,11,54.0,1.0,66,64,30,4,3,-3,-2,-1,-4
29,71,35,11,55.0,1.0,63,64,30,4,3,0,0,0,-4
30,69,34,9,56.0,2.0,72,62,29,2,2,-2,-1,-1,-5
31,72,36,0,58.0,1.0,69,65,31,5,4,3,2,1,-4
32,72,36,0,59.0,1.0,58,65,31,5,4,0,0,0,-4
33,71,35,11,60.0,2.0,72,64,30,4,3,-1,-1,-1,-5
34,69,34,9,62.0,2.0,62,62,29,2,2,-2,-1,-1,-6
35,67,33,7,64.0,2.0,66,60,28,0,1,-2,-1,-1,-7
