,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,72,36,0,0.0,2.0,66,65,31,5,4,0,0,0,0
1,71,35,11,2.0,3.0,63,64,30,4,3,-1,-1,-1,-1
2,69,34,9,5.0,1.0,62,62,29,2,2,-2,-1,-1,-2
3,67,33,7,6.0,1.0,61,60,28,0,1,-2,-1,-1,-3
4,66,32,6,7.0,1.0,64,59,27,11,7,-1,-1,-1,-4
5,67,33,7,8.0,1.0,68,60,28,0,1,1,1,1,-3
6,69,34,9,9.0,1.0,60,62,29,2,2,2,1,1,-2
7,71,35,11,10.0,2.0,65,64,30,4,3,2,1,1,-1
8,71,35,11,12.0,2.0,65,64,30,4,3,0,0,0,-1
9,69,34,9,14.0,2.0,71,62,29,2,2,-2,-1,-1,-2
10,72,36,0,16.0,1.0,60,65,31,5,4,3,2,1,-1
11,71,35,11,17.0,1.0,60,64,30,4,3,-1,-1,-1,-2
12,69,34,9,18.0,1.0,65,62,29,2,2,-2,-1,-1,-3
13,72,36,0,19.0,1.0,65,65,31,5,4,3,2,1,-2
14,71,35,11,20.0,4.0,63,64,30,4,3,-1,-1,-1,-3
15,74,37,2,24.0,1.0,56,67,32,7,5,3,2,1,-2
16,74,37,2,25.0,1.0,66,67,32,7,5,0,0,0,-2
17,67,33,7,26.0,1.0,65,60,28,0,1,-7,-4,-1,-3
18,71,35,11,27.0,1.0,58,64,30,4,3,4,2,1,-2
19,74,37,2,28.0,1.5,64,67,32,7,5,3,2,1,-1
20,74,37,2,29.5,0.5,59,67,32,7,5,0,0,0,-1
21,76,38,4,30.0,1.0,58,69,33,9,6,2,1,1,0
22,74,37,2,31.0,1.0,59,67,32,7,5,-2,-1,-1,-1
23,69,34,9,32.0,2.0,69,62,29,2,2,-5,-3,-1,-2
24,67,33,7,34.0,1.5,66,60,28,0,1,-2,-1,-1,-3
25,69,34,9,35.5,0.5,65,62,29,2,2,2,1,1,-2
26,69,34,9,36.0,1.0,62,62,29,2,2,0,0,0,-2
27,69,34,9,37.0,1.0,65,62,29,2,2,0,0,0,-2
28,71,35,11,38.0,1.0,72,64,30,4,3,2,1,1,-1
29,74,37,2,39.0,1.0,58,67,32,7,5,3,2,1,0
30,74,37,2,40.0,2.0,62,67,32,7,5,0,0,0,0
31,71,35,11,42.0,2.0,64,64,30,4,3,-3,-2,-1,-1
32,69,34,9,44.0,2.0,67,62,29,2,2,-2,-1,-1,-2
33,71,35,11,46.0,1.0,64,64,30,4,3,2,1,1,-1
34,76,38,4,47.0,1.0,63,69,33,9,6,5,3,1,0
35,74,37,2,48.0,1.0,57,67,32,7,5,-2,-1,-1,-1
36,74,37,2,49.0,1.0,65,67,32,7,5,0,0,0,-1
37,67,33,7,50.0,4.0,66,60,28,0,1,-7,-4,-1,-2
