,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0.0,1.0,72,60,28,0,1,0,0,0,0
1,71,35,11,1.0,1.0,61,64,30,4,3,4,2,1,1
2,74,37,2,2.0,1.0,66,67,32,7,5,3,2,1,2
3,79,40,7,3.0,1.0,64,72,35,0,1,5,3,1,3
4,78,39,6,4.0,1.0,57,71,34,11,7,-1,-1,-1,2
5,76,38,4,5.0,1.0,56,69,33,9,6,-2,-1,-1,1
6,76,38,4,6.0,1.0,62,69,33,9,6,0,0,0,1
7,74,37,2,7.0,1.0,64,67,32,7,5,-2,-1,-1,0
8,74,37,2,8.0,1.0,62,67,32,7,5,0,0,0,0
9,76,38,4,9.0,1.0,59,69,33,9,6,2,1,1,1
10,74,37,2,10.0,1.0,62,67,32,7,5,-2,-1,-1,0
11,74,37,2,11.0,1.0,59,67,32,7,5,0,0,0,0
12,71,35,11,12.0,1.0,67,64,30,4,3,-3,-2,-1,-1
13,67,33,7,13.0,1.0,66,60,28,0,1,-4,-2,-1,-2
14,74,37,2,14.0,1.0,63,67,32,7,5,7,4,1,-1
15,74,37,2,15.0,2.0,64,67,32,7,5,0,0,0,-1
16,69,34,9,17.0,1.0,66,62,29,2,2,-5,-3,-1,-2
17,72,36,0,18.0,1.0,66,65,31,5,4,3,2,1,-1
18,71,35,11,19.0,1.0,58,64,30,4,3,-1,-1,-1,-2
19,69,34,9,20.0,1.0,60,62,29,2,2,-2,-1,-1,-3
20,67,33,7,21.0,2.0,68,60,28,0,1,-2,-1,-1,-4
21,67,33,7,24.0,1.0,64,60,28,0,1,0,0,0,-4
22,71,35,11,25.0,1.0,65,64,30,4,3,4,2,1,-3
23,74,37,2,26.0,1.0,64,67,32,7,5,3,2,1,-2
24,79,40,7,27.0,2.0,64,72,35,0,1,5,3,1,-1
25,79,40,7,29.0,1.0,61,72,35,0,1,0,0,0,-1
26,81,41,9,30.0,2.0,61,74,36,2,2,2,1,1,0
27,74,37,2,32.0,1.0,58,67,32,7,5,-7,-4,-1,-1
28,79,40,7,33.0,2.0,63,72,35,0,1,5,3,1,0
29,79,40,7,36.0,1.0,64,72,35,0,1,0,0,0,0
30,78,39,6,37.0,1.0,60,71,34,11,7,-1,-1,-1,-1
31,76,38,4,38.0,1.0,59,69,33,9,6,-2,-1,-1,-2
32,69,34,9,39.0,2.0,62,62,29,2,2,-7,-4,-1,-3
33,72,36,0,41.0,1.0,66,65,31,5,4,3,2,1,-2
34,71,35,11,42.0,2.0,66,64,30,4,3,-1,-1,-1,-3
35,69,34,9,44.0,1.0,61,62,29,2,2,-2,-1,-1,-4
36,67,33,7,45.0,3.0,67,60,28,0,1,-2,-1,-1,-5
