,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,0.125,0,0.0,1.0,0,4,2,4,3,0,0,0,0
1,71,35,11,1.0,1,1.0,1.0,0,4,2,4,3,0,0,0,0
2,71,35,11,0.125,1,2.0,1.0,0,4,2,4,3,0,0,0,0
3,71,35,11,0.25,1,3.0,1.0,0,4,2,4,3,0,0,0,0
4,71,35,11,0.125,1,4.0,1.0,0,4,2,4,3,0,0,0,0
5,71,35,11,0.5,1,5.0,1.0,0,4,2,4,3,0,0,0,0
6,74,37,2,0.125,1,6.0,1.0,0,7,4,7,5,3,2,1,1
7,74,37,2,0.25,1,7.0,1.5,0,7,4,7,5,0,0,0,1
8,76,38,4,0.062,1,8.5,0.5,0,9,5,9,6,2,1,1,2
9,74,37,2,1.0,2,9.0,1.5,0,7,4,7,5,-2,-1,-1,1
10,74,37,2,0.062,2,10.5,0.5,0,7,4,7,5,0,0,0,1
11,72,36,0,0.25,2,11.0,1.0,0,5,3,5,4,-2,-1,-1,0
12,71,35,11,0.125,2,12.0,1.0,0,4,2,4,3,-1,-1,-1,-1
13,69,34,9,0.5,2,13.0,2.0,0,2,1,2,2,-2,-1,-1,-2
14,69,34,9,0.0,2,15.0,1.0,0,2,1,2,2,0,0,0,-2
15,69,34,9,0.125,2,16.0,1.0,0,2,1,2,2,0,0,0,-2
16,69,34,9,1.0,3,17.0,1.0,0,2,1,2,2,0,0,0,-2
17,69,34,9,0.125,3,18.0,1.0,0,2,1,2,2,0,0,0,-2
18,69,34,9,0.25,3,19.0,1.0,0,2,1,2,2,0,0,0,-2
19,71,35,11,0.125,3,20.0,1.0,0,4,2,4,3,2,1,1,-1
20,72,36,0,0.5,3,21.0,2.0,0,5,3,5,4,1,1,1,0
21,74,37,2,0.25,3,23.0,1.5,0,7,4,7,5,2,1,1,1
22,72,36,0,0.062,3,24.5,0.5,0,5,3,5,4,-2,-1,-1,0
23,71,35,11,1.0,4,25.0,1.0,0,4,2,4,3,-1,-1,-1,-1
24,71,35,11,0.125,4,26.0,1.0,0,4,2,4,3,0,0,0,-1
25,69,34,9,0.25,4,27.0,1.0,0,2,1,2,2,-2,-1,-1,-2
26,69,34,9,0.125,4,28.0,1.0,0,2,1,2,2,0,0,0,-2
27,67,33,7,0.5,4,29.0,2.0,0,0,0,0,1,-2,-1,-1,-3
28,67,33,7,0.0,4,31.0,1.0,0,0,0,0,1,0,0,0,-3
29,62,30,2,0.125,4,32.0,1.0,0,-5,-3,7,5,-5,-3,-1,-4
30,67,33,7,1.0,5,33.0,2.0,0,0,0,0,1,5,3,1,-3
31,67,33,7,0.25,5,35.0,1.5,0,0,0,0,1,0,0,0,-3
32,67,33,7,0.062,5,36.5,0.5,0,0,0,0,1,0,0,0,-3
33,69,34,9,0.5,5,37.0,1.0,0,2,1,2,2,2,1,1,-2
34,72,36,0,0.125,5,38.0,1.0,0,5,3,5,4,3,2,1,-1
35,71,35,11,0.25,5,39.0,1.0,0,4,2,4,3,-1,-1,-1,-2
36,69,34,9,0.125,5,40.0,1.0,0,2,1,2,2,-2,-1,-1,-3
37,67,33,7,1.0,6,41.0,2.0,0,0,0,0,1,-2,-1,-1,-4
38,64,31,4,0.25,6,43.0,2.0,0,-3,-2,9,6,-3,-2,-1,-5
39,64,31,4,0.0,6,45.0,2.0,0,-3,-2,9,6,0,0,0,-5
40,64,31,4,0.0,6,47.0,1.0,0,-3,-2,9,6,0,0,0,-5
41,62,30,2,0.125,6,48.0,1.0,0,-5,-3,7,5,-2,-1,-1,-6
42,67,33,7,1.0,7,49.0,2.0,0,0,0,0,1,5,3,1,-5
43,67,33,7,0.25,7,51.0,0.67,0,0,0,0,1,0,0,0,-5
44,67,33,7,0.062,7,51.66,0.67,0,0,0,0,1,0,0,0,-5
45,67,33,7,0.062,7,52.34,0.67,0,0,0,0,1,0,0,0,-5
46,69,34,9,0.5,7,53.0,2.0,0,2,1,2,2,2,1,1,-4
47,71,35,11,0.25,7,55.0,1.0,0,4,2,4,3,2,1,1,-3
48,69,34,9,0.125,7,56.0,1.0,0,2,1,2,2,-2,-1,-1,-4
49,67,33,7,1.0,8,57.0,2.0,0,0,0,0,1,-2,-1,-1,-5
50,67,33,7,0.0,8,59.0,2.0,0,0,0,0,1,0,0,0,-5
51,67,33,7,0.0,8,61.0,3.0,0,0,0,0,1,0,0,0,-5
