,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,1.0,68,55,25,7,5,0,0,0,0
1,64,31,4,1.0,1.0,63,57,26,9,6,2,1,1,1
2,66,32,6,2.0,1.0,59,59,27,11,7,2,1,1,2
3,67,33,7,3.0,1.0,59,60,28,0,1,1,1,1,3
4,66,32,6,4.0,1.0,66,59,27,11,7,-1,-1,-1,2
5,64,31,4,5.0,1.0,60,57,26,9,6,-2,-1,-1,1
6,64,31,4,6.0,1.0,69,57,26,9,6,0,0,0,1
7,62,30,2,7.0,1.0,65,55,25,7,5,-2,-1,-1,0
8,62,30,2,8.0,1.0,61,55,25,7,5,0,0,0,0
9,64,31,4,9.0,1.0,58,57,26,9,6,2,1,1,1
10,62,30,2,10.0,1.0,57,55,25,7,5,-2,-1,-1,0
11,62,30,2,11.0,1.0,65,55,25,7,5,0,0,0,0
12,67,33,7,12.0,1.0,63,60,28,0,1,5,3,1,1
13,67,33,7,13.0,1.0,63,60,28,0,1,0,0,0,1
14,67,33,7,14.0,1.0,58,60,28,0,1,0,0,0,1
15,62,30,2,15.0,2.0,56,55,25,7,5,-5,-3,-1,0
16,62,30,2,17.0,1.0,56,55,25,7,5,0,0,0,0
17,60,29,0,18.0,2.0,64,53,24,5,4,-2,-1,-1,-1
18,60,29,0,20.0,1.0,58,53,24,5,4,0,0,0,-1
19,59,28,11,21.0,3.0,63,52,23,4,3,-1,-1,-1,-2
20,62,30,2,24.0,1.0,72,55,25,7,5,3,2,1,-1
21,62,30,2,25.0,1.0,58,55,25,7,5,0,0,0,-1
22,62,30,2,26.0,1.0,56,55,25,7,5,0,0,0,-1
23,67,33,7,27.0,2.0,61,60,28,0,1,5,3,1,0
24,67,33,7,29.0,1.0,57,60,28,0,1,0,0,0,0
25,69,34,9,30.0,2.0,70,62,29,2,2,2,1,1,1
26,62,30,2,32.0,1.0,62,55,25,7,5,-7,-4,-1,0
27,71,35,11,33.0,2.0,58,64,30,4,3,9,5,1,1
28,74,37,2,35.0,1.0,62,67,32,7,5,3,2,1,2
29,72,36,0,36.0,1.0,63,65,31,5,4,-2,-1,-1,1
30,71,35,11,37.0,1.0,62,64,30,4,3,-1,-1,-1,0
31,69,34,9,38.0,1.0,60,62,29,2,2,-2,-1,-1,-1
32,67,33,7,39.0,2.0,58,60,28,0,1,-2,-1,-1,-2
33,67,33,7,41.0,1.0,58,60,28,0,1,0,0,0,-2
34,66,32,6,42.0,1.0,72,59,27,11,7,-1,-1,-1,-3
35,64,31,4,43.0,1.0,59,57,26,9,6,-2,-1,-1,-4
36,66,32,6,44.0,1.0,58,59,27,11,7,2,1,1,-3
37,67,33,7,45.0,3.0,62,60,28,0,1,1,1,1,-2
