,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0.125,0,0.0,1.0,0,0,0,0,1,0,0,0,0
1,69,34,9,1.0,1,1.0,2.0,0,2,1,2,2,2,1,1,1
2,69,34,9,0.25,1,3.0,1.0,0,2,1,2,2,0,0,0,1
3,71,35,11,0.125,1,4.0,1.0,0,4,2,4,3,2,1,1,2
4,72,36,0,0.5,1,5.0,2.0,0,5,3,5,4,1,1,1,3
5,71,35,11,0.25,1,7.0,1.0,0,4,2,4,3,-1,-1,-1,2
6,69,34,9,0.125,1,8.0,1.0,0,2,1,2,2,-2,-1,-1,1
7,67,33,7,1.0,2,9.0,2.0,0,0,0,0,1,-2,-1,-1,0
8,71,35,11,0.25,2,11.0,1.5,0,4,2,4,3,4,2,1,1
9,69,34,9,0.062,2,12.5,0.5,0,2,1,2,2,-2,-1,-1,0
10,67,33,7,0.5,2,13.0,2.0,0,0,0,0,1,-2,-1,-1,-1
11,67,33,7,0.0,2,15.0,1.0,0,0,0,0,1,0,0,0,-1
12,66,32,6,0.125,2,16.0,1.0,0,-1,-1,11,7,-1,-1,-1,-2
13,64,31,4,1.0,3,17.0,2.0,0,-3,-2,9,6,-2,-1,-1,-3
14,71,35,11,0.25,3,19.0,2.0,0,4,2,4,3,7,4,1,-2
15,69,34,9,0.5,3,21.0,3.0,0,2,1,2,2,-2,-1,-1,-3
16,66,32,6,0.125,3,24.0,1.0,0,-1,-1,11,7,-3,-2,-1,-4
17,62,30,2,1.0,4,25.0,2.0,0,-5,-3,7,5,-4,-2,-1,-5
18,66,32,6,0.25,4,27.0,2.0,0,-1,-1,11,7,4,2,1,-4
19,64,31,4,0.5,4,29.0,1.0,0,-3,-2,9,6,-2,-1,-1,-5
20,62,30,2,0.125,4,30.0,1.0,0,-5,-3,7,5,-2,-1,-1,-6
21,64,31,4,0.25,4,31.0,1.0,0,-3,-2,9,6,2,1,1,-5
22,66,32,6,0.125,4,32.0,1.0,0,-1,-1,11,7,2,1,1,-4
23,64,31,4,1.0,5,33.0,1.0,0,-3,-2,9,6,-2,-1,-1,-5
24,64,31,4,0.0,5,34.0,2.0,0,-3,-2,9,6,0,0,0,-5
25,64,31,4,0.125,5,36.0,1.0,0,-3,-2,9,6,0,0,0,-5
26,62,30,2,0.5,5,37.0,2.0,0,-5,-3,7,5,-2,-1,-1,-6
27,71,35,11,0.25,5,39.0,2.0,0,4,2,4,3,9,5,1,-5
28,69,34,9,1.0,6,41.0,3.0,0,2,1,2,2,-2,-1,-1,-6
29,66,32,6,0.125,6,44.0,1.0,0,-1,-1,11,7,-3,-2,-1,-7
30,62,30,2,0.5,6,45.0,2.0,0,-5,-3,7,5,-4,-2,-1,-8
31,62,30,2,0.0,6,47.0,1.0,0,-5,-3,7,5,0,0,0,-8
32,67,33,7,0.125,6,48.0,1.0,0,0,0,0,1,5,3,1,-7
33,66,32,6,1.0,7,49.0,1.0,0,-1,-1,11,7,-1,-1,-1,-8
34,62,30,2,0.125,7,50.0,1.0,0,-5,-3,7,5,-4,-2,-1,-9
35,64,31,4,0.25,7,51.0,1.0,0,-3,-2,9,6,2,1,1,-8
36,66,32,6,0.125,7,52.0,1.0,0,-1,-1,11,7,2,1,1,-7
37,67,33,7,0.5,7,53.0,2.0,0,0,0,0,1,1,1,1,-6
38,67,33,7,0.0,7,55.0,1.0,0,0,0,0,1,0,0,0,-6
