,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,1.0,1,0.0,2.0,0,7,4,7,5,0,0,0,0
1,74,37,2,0.25,1,2.0,1.0,0,7,4,7,5,0,0,0,0
2,74,37,2,0.5,1,3.0,2.0,0,7,4,7,5,0,0,0,0
3,74,37,2,0.25,1,5.0,1.0,0,7,4,7,5,0,0,0,0
4,76,38,4,1.0,2,6.0,1.0,0,9,5,9,6,2,1,1,1
5,74,37,2,0.25,2,7.0,1.0,0,7,4,7,5,-2,-1,-1,0
6,74,37,2,0.25,2,8.0,1.0,0,7,4,7,5,0,0,0,0
7,71,35,11,0.5,2,9.0,1.5,0,4,2,4,3,-3,-2,-1,-1
8,71,35,11,0.125,2,10.5,0.5,0,4,2,4,3,0,0,0,-1
9,74,37,2,0.25,2,11.0,1.0,0,7,4,7,5,3,2,1,0
10,74,37,2,1.0,3,12.0,3.0,0,7,4,7,5,0,0,0,0
11,72,36,0,0.5,3,15.0,3.0,0,5,3,5,4,-2,-1,-1,-1
12,72,36,0,1.0,4,18.0,3.0,0,5,3,5,4,0,0,0,-1
13,72,36,0,0.5,4,21.0,1.5,0,5,3,5,4,0,0,0,-1
14,72,36,0,0.125,4,22.5,0.5,0,5,3,5,4,0,0,0,-1
15,76,38,4,0.25,4,23.0,1.0,0,9,5,9,6,4,2,1,0
16,76,38,4,1.0,5,24.0,1.0,0,9,5,9,6,0,0,0,0
17,79,40,7,0.25,5,25.0,2.0,0,12,7,0,1,3,2,1,1
18,74,37,2,0.5,5,27.0,3.0,0,7,4,7,5,-5,-3,-1,0
19,74,37,2,1.0,6,30.0,2.0,0,7,4,7,5,0,0,0,0
20,79,40,7,0.25,6,32.0,1.0,0,12,7,0,1,5,3,1,1
21,78,39,6,0.5,6,33.0,2.0,0,11,6,11,7,-1,-1,-1,0
22,78,39,6,0.25,6,35.0,1.0,0,11,6,11,7,0,0,0,0
23,76,38,4,1.0,7,36.0,2.0,0,9,5,9,6,-2,-1,-1,-1
24,76,38,4,0.25,7,38.0,1.0,0,9,5,9,6,0,0,0,-1
25,74,37,2,0.5,7,39.0,3.0,0,7,4,7,5,-2,-1,-1,-2
26,74,37,2,1.0,8,42.0,2.0,0,7,4,7,5,0,0,0,-2
27,76,38,4,0.25,8,44.0,1.0,0,9,5,9,6,2,1,1,-1
28,78,39,6,0.5,8,45.0,1.0,0,11,6,11,7,2,1,1,0
29,76,38,4,0.25,8,46.0,1.0,0,9,5,9,6,-2,-1,-1,-1
30,74,37,2,0.25,8,47.0,1.0,0,7,4,7,5,-2,-1,-1,-2
31,74,37,2,1.0,9,48.0,2.0,0,7,4,7,5,0,0,0,-2
32,72,36,0,0.25,9,50.0,1.0,0,5,3,5,4,-2,-1,-1,-3
33,71,35,11,0.5,9,51.0,3.0,0,4,2,4,3,-1,-1,-1,-4
