,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0.25,0,0.0,1.0,0,0,0,0,1,0,0,0,0
1,71,35,11,0.125,0,1.0,1.0,0,4,2,4,3,4,2,1,1
2,74,37,2,1.0,1,2.0,3.0,0,7,4,7,5,3,2,1,2
3,74,37,2,0.125,1,5.0,1.0,0,7,4,7,5,0,0,0,2
4,72,36,0,0.5,1,6.0,1.0,0,5,3,5,4,-2,-1,-1,1
5,71,35,11,0.125,1,7.0,1.0,0,4,2,4,3,-1,-1,-1,0
6,76,38,4,0.25,1,8.0,1.0,0,9,5,9,6,5,3,1,1
7,74,37,2,0.125,1,9.0,1.0,0,7,4,7,5,-2,-1,-1,0
8,71,35,11,1.0,2,10.0,4.0,0,4,2,4,3,-3,-2,-1,-1
9,71,35,11,0.5,2,14.0,1.0,0,4,2,4,3,0,0,0,-1
10,74,37,2,0.125,2,15.0,1.0,0,7,4,7,5,3,2,1,0
11,74,37,2,0.25,2,16.0,0.5,0,7,4,7,5,0,0,0,0
12,74,37,2,0.062,2,16.5,0.5,0,7,4,7,5,0,0,0,0
13,74,37,2,0.125,2,17.0,1.0,0,7,4,7,5,0,0,0,0
14,69,34,9,1.0,3,18.0,2.0,0,2,1,2,2,-5,-3,-1,-1
15,74,37,2,0.25,3,20.0,2.0,0,7,4,7,5,5,3,1,0
16,74,37,2,0.5,3,22.0,2.0,0,7,4,7,5,0,0,0,0
17,76,38,4,0.25,3,24.0,1.0,0,9,5,9,6,2,1,1,1
18,74,37,2,0.125,3,25.0,1.0,0,7,4,7,5,-2,-1,-1,0
19,71,35,11,1.0,4,26.0,2.0,0,4,2,4,3,-3,-2,-1,-1
20,67,33,7,0.25,4,28.0,4.0,0,0,0,0,1,-4,-2,-1,-2
21,67,33,7,0.25,4,32.0,2.0,0,0,0,0,1,0,0,0,-2
22,76,38,4,1.0,5,34.0,3.0,0,9,5,9,6,9,5,1,-1
23,76,38,4,0.125,5,37.0,1.0,0,9,5,9,6,0,0,0,-1
24,76,38,4,0.5,5,38.0,1.0,0,9,5,9,6,0,0,0,-1
25,78,39,6,0.125,5,39.0,1.0,0,11,6,11,7,2,1,1,0
26,79,40,7,0.25,5,40.0,1.0,0,12,7,0,1,1,1,1,1
27,76,38,4,0.125,5,41.0,1.0,0,9,5,9,6,-3,-2,-1,0
28,74,37,2,1.0,6,42.0,4.0,0,7,4,7,5,-2,-1,-1,-1
29,74,37,2,1.0,7,46.0,2.0,0,7,4,7,5,0,0,0,-1
30,72,36,0,0.25,7,48.0,1.0,0,5,3,5,4,-2,-1,-1,-2
31,71,35,11,0.125,7,49.0,1.0,0,4,2,4,3,-1,-1,-1,-3
32,71,35,11,0.5,7,50.0,1.0,0,4,2,4,3,0,0,0,-3
33,69,34,9,0.125,7,51.0,1.0,0,2,1,2,2,-2,-1,-1,-4
34,76,38,4,0.25,7,52.0,1.0,0,9,5,9,6,7,4,1,-3
35,74,37,2,0.125,7,53.0,1.0,0,7,4,7,5,-2,-1,-1,-4
36,67,33,7,1.0,8,54.0,2.0,0,0,0,0,1,-7,-4,-1,-5
37,69,34,9,0.25,8,56.0,2.0,0,2,1,2,2,2,1,1,-4
38,71,35,11,0.5,8,58.0,4.0,0,4,2,4,3,2,1,1,-3
39,74,37,2,1.0,9,62.0,2.0,0,7,4,7,5,3,2,1,-2
40,76,38,4,0.25,9,64.0,1.0,0,9,5,9,6,2,1,1,-1
41,78,39,6,0.125,9,65.0,1.0,0,11,6,11,7,2,1,1,0
42,79,40,7,0.5,9,66.0,1.0,0,12,7,0,1,1,1,1,1
43,78,39,6,0.125,9,67.0,1.0,0,11,6,11,7,-1,-1,-1,0
44,76,38,4,0.25,9,68.0,1.0,0,9,5,9,6,-2,-1,-1,-1
45,76,38,4,0.125,9,69.0,1.0,0,9,5,9,6,0,0,0,-1
46,74,37,2,1.0,10,70.0,2.0,0,7,4,7,5,-2,-1,-1,-2
47,69,34,9,0.25,10,72.0,2.0,0,2,1,2,2,-5,-3,-1,-3
48,67,33,7,0.5,10,74.0,2.0,0,0,0,0,1,-2,-1,-1,-4
