,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,1.0,66,55,25,7,5,0,0,0,0
1,62,30,2,1.0,1.0,63,55,25,7,5,0,0,0,0
2,64,31,4,2.0,1.0,62,57,26,9,6,2,1,1,1
3,66,32,6,3.0,1.0,61,59,27,11,7,2,1,1,2
4,67,33,7,4.0,1.0,64,60,28,0,1,1,1,1,3
5,66,32,6,5.0,1.0,62,59,27,11,7,-1,-1,-1,2
6,64,31,4,6.0,1.0,62,57,26,9,6,-2,-1,-1,1
7,64,31,4,7.0,1.0,71,57,26,9,6,0,0,0,1
8,62,30,2,8.0,1.0,65,55,25,7,5,-2,-1,-1,0
9,62,30,2,9.0,1.0,59,55,25,7,5,0,0,0,0
10,64,31,4,10.0,1.0,65,57,26,9,6,2,1,1,1
11,62,30,2,11.0,1.0,60,55,25,7,5,-2,-1,-1,0
12,62,30,2,12.0,1.0,60,55,25,7,5,0,0,0,0
13,67,33,7,13.0,1.0,70,60,28,0,1,5,3,1,1
14,67,33,7,14.0,1.0,57,60,28,0,1,0,0,0,1
15,67,33,7,15.0,1.0,65,60,28,0,1,0,0,0,1
16,62,30,2,16.0,2.0,56,55,25,7,5,-5,-3,-1,0
17,62,30,2,18.0,1.0,66,55,25,7,5,0,0,0,0
18,64,31,4,19.0,1.0,65,57,26,9,6,2,1,1,1
19,64,31,4,20.0,1.0,58,57,26,9,6,0,0,0,1
20,62,30,2,21.0,1.0,64,55,25,7,5,-2,-1,-1,0
21,59,28,11,22.0,3.0,59,52,23,4,3,-3,-2,-1,-1
22,55,26,7,25.0,1.0,63,48,21,0,1,-4,-2,-1,-2
23,59,28,11,26.0,1.0,63,52,23,4,3,4,2,1,-1
24,62,30,2,27.0,1.0,66,55,25,7,5,3,2,1,0
25,67,33,7,28.0,2.0,58,60,28,0,1,5,3,1,1
26,67,33,7,30.0,1.0,65,60,28,0,1,0,0,0,1
27,69,34,9,31.0,2.0,71,62,29,2,2,2,1,1,2
28,69,34,9,33.0,1.0,63,62,29,2,2,0,0,0,2
29,71,35,11,34.0,2.5,66,64,30,4,3,2,1,1,3
30,71,35,11,36.5,0.5,64,64,30,4,3,0,0,0,3
31,72,36,0,37.0,1.0,67,65,31,5,4,1,1,1,4
32,71,35,11,38.0,1.0,64,64,30,4,3,-1,-1,-1,3
33,69,34,9,39.0,1.0,63,62,29,2,2,-2,-1,-1,2
34,67,33,7,40.0,2.0,57,60,28,0,1,-2,-1,-1,1
35,67,33,7,42.0,1.0,65,60,28,0,1,0,0,0,1
36,69,34,9,43.0,1.0,66,62,29,2,2,2,1,1,2
37,67,33,7,44.0,1.0,61,60,28,0,1,-2,-1,-1,1
38,66,32,6,45.0,1.0,62,59,27,11,7,-1,-1,-1,0
39,67,33,7,46.0,3.0,65,60,28,0,1,1,1,1,1
