,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.0,2.0,69,67,32,7,5,0,0,0,0
1,67,33,7,2.0,1.0,69,60,28,0,1,-7,-4,-1,-1
2,67,33,7,3.0,1.0,59,60,28,0,1,0,0,0,-1
3,71,35,11,4.0,1.0,62,64,30,4,3,4,2,1,0
4,71,35,11,5.0,1.0,66,64,30,4,3,0,0,0,0
5,69,34,9,6.0,2.0,66,62,29,2,2,-2,-1,-1,-1
6,67,33,7,8.0,1.0,63,60,28,0,1,-2,-1,-1,-2
7,69,34,9,9.0,1.0,63,62,29,2,2,2,1,1,-1
8,71,35,11,10.0,2.0,67,64,30,4,3,2,1,1,0
9,71,35,11,12.0,2.0,61,64,30,4,3,0,0,0,0
10,74,37,2,16.0,2.0,65,67,32,7,5,3,2,1,1
11,67,33,7,18.0,1.0,63,60,28,0,1,-7,-4,-1,0
12,67,33,7,19.0,1.0,63,60,28,0,1,0,0,0,0
13,71,35,11,20.0,1.0,61,64,30,4,3,4,2,1,1
14,71,35,11,21.0,1.0,56,64,30,4,3,0,0,0,1
15,69,34,9,22.0,2.0,62,62,29,2,2,-2,-1,-1,0
16,67,33,7,24.0,1.0,61,60,28,0,1,-2,-1,-1,-1
17,69,34,9,25.0,1.0,58,62,29,2,2,2,1,1,0
18,71,35,11,26.0,2.0,69,64,30,4,3,2,1,1,1
19,71,35,11,28.0,2.0,60,64,30,4,3,0,0,0,1
20,71,35,11,32.0,1.0,61,64,30,4,3,0,0,0,1
21,72,36,0,33.0,1.0,56,65,31,5,4,1,1,1,2
22,74,37,2,34.0,2.0,63,67,32,7,5,2,1,1,3
23,76,38,4,36.0,1.0,67,69,33,9,6,2,1,1,4
24,74,37,2,37.0,1.0,64,67,32,7,5,-2,-1,-1,3
25,72,36,0,38.0,1.0,68,65,31,5,4,-2,-1,-1,2
26,71,35,11,39.0,1.0,58,64,30,4,3,-1,-1,-1,1
27,72,36,0,40.0,1.0,65,65,31,5,4,1,1,1,2
28,74,37,2,41.0,1.0,64,67,32,7,5,2,1,1,3
29,76,38,4,42.0,2.0,63,69,33,9,6,2,1,1,4
30,76,38,4,44.0,2.0,65,69,33,9,6,0,0,0,4
31,76,38,4,46.0,2.0,66,69,33,9,6,0,0,0,4
32,71,35,11,48.0,1.0,61,64,30,4,3,-5,-3,-1,3
33,72,36,0,49.0,1.0,57,65,31,5,4,1,1,1,4
34,74,37,2,50.0,2.0,65,67,32,7,5,2,1,1,5
35,76,38,4,52.0,1.0,61,69,33,9,6,2,1,1,6
36,74,37,2,53.0,1.0,62,67,32,7,5,-2,-1,-1,5
37,72,36,0,54.0,1.5,72,65,31,5,4,-2,-1,-1,4
38,76,38,4,55.5,0.5,58,69,33,9,6,4,2,1,5
39,74,37,2,56.0,1.5,67,67,32,7,5,-2,-1,-1,4
40,72,36,0,57.5,0.5,59,65,31,5,4,-2,-1,-1,3
41,71,35,11,58.0,2.0,66,64,30,4,3,-1,-1,-1,2
