,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.25,0,0.0,1.0,0,7,4,7,5,0,0,0,0
1,74,37,2,1.0,1,1.0,2.0,0,7,4,7,5,0,0,0,0
2,74,37,2,0.25,1,3.0,1.0,0,7,4,7,5,0,0,0,0
3,74,37,2,0.5,1,4.0,2.0,0,7,4,7,5,0,0,0,0
4,74,37,2,0.25,1,6.0,1.0,0,7,4,7,5,0,0,0,0
5,76,38,4,1.0,2,7.0,2.0,0,9,5,9,6,2,1,1,1
6,76,38,4,0.25,2,9.0,1.0,0,9,5,9,6,0,0,0,1
7,74,37,2,0.5,2,10.0,2.0,0,7,4,7,5,-2,-1,-1,0
8,79,40,7,0.25,2,12.0,1.0,0,12,7,0,1,5,3,1,1
9,78,39,6,1.0,3,13.0,2.0,0,11,6,11,7,-1,-1,-1,0
10,78,39,6,0.25,3,15.0,1.0,0,11,6,11,7,0,0,0,0
11,76,38,4,0.5,3,16.0,2.0,0,9,5,9,6,-2,-1,-1,-1
12,76,38,4,0.25,3,18.0,1.0,0,9,5,9,6,0,0,0,-1
13,74,37,2,1.0,4,19.0,3.0,0,7,4,7,5,-2,-1,-1,-2
14,74,37,2,0.5,4,22.0,1.0,0,7,4,7,5,0,0,0,-2
15,74,37,2,0.0,4,23.0,1.0,0,7,4,7,5,0,0,0,-2
16,74,37,2,0.25,4,24.0,1.0,0,7,4,7,5,0,0,0,-2
17,74,37,2,1.0,5,25.0,2.0,0,7,4,7,5,0,0,0,-2
18,74,37,2,0.25,5,27.0,1.0,0,7,4,7,5,0,0,0,-2
19,74,37,2,0.5,5,28.0,2.0,0,7,4,7,5,0,0,0,-2
20,74,37,2,0.25,5,30.0,1.0,0,7,4,7,5,0,0,0,-2
21,76,38,4,1.0,6,31.0,2.0,0,9,5,9,6,2,1,1,-1
22,76,38,4,0.25,6,33.0,1.0,0,9,5,9,6,0,0,0,-1
23,74,37,2,0.5,6,34.0,2.0,0,7,4,7,5,-2,-1,-1,-2
24,79,40,7,0.25,6,36.0,1.0,0,12,7,0,1,5,3,1,-1
25,78,39,6,1.0,7,37.0,2.0,0,11,6,11,7,-1,-1,-1,-2
26,78,39,6,0.25,7,39.0,1.0,0,11,6,11,7,0,0,0,-2
27,76,38,4,0.5,7,40.0,2.0,0,9,5,9,6,-2,-1,-1,-3
28,76,38,4,0.25,7,42.0,1.0,0,9,5,9,6,0,0,0,-3
29,74,37,2,1.0,8,43.0,3.0,0,7,4,7,5,-2,-1,-1,-4
30,74,37,2,0.5,8,46.0,1.0,0,7,4,7,5,0,0,0,-4
31,74,37,2,0.0,8,47.0,1.0,0,7,4,7,5,0,0,0,-4
32,74,37,2,0.25,8,48.0,1.0,0,7,4,7,5,0,0,0,-4
33,81,41,9,1.0,9,49.0,2.0,0,14,8,2,2,7,4,1,-3
34,81,41,9,0.25,9,51.0,1.0,0,14,8,2,2,0,0,0,-3
35,81,41,9,0.5,9,52.0,2.0,0,14,8,2,2,0,0,0,-3
36,83,42,11,0.25,9,54.0,1.0,0,16,9,4,3,2,1,1,-2
37,81,41,9,1.0,10,55.0,3.0,0,14,8,2,2,-2,-1,-1,-3
38,74,37,2,0.5,10,58.0,2.0,0,7,4,7,5,-7,-4,-1,-4
39,74,37,2,0.25,10,60.0,1.0,0,7,4,7,5,0,0,0,-4
40,79,40,7,1.0,11,61.0,2.0,0,12,7,0,1,5,3,1,-3
41,78,39,6,0.25,11,63.0,1.0,0,11,6,11,7,-1,-1,-1,-4
42,79,40,7,0.5,11,64.0,2.0,0,12,7,0,1,1,1,1,-3
43,81,41,9,0.25,11,66.0,1.0,0,14,8,2,2,2,1,1,-2
44,83,42,11,1.0,12,67.0,3.0,0,16,9,4,3,2,1,1,-1
45,83,42,11,0.5,12,70.0,1.0,0,16,9,4,3,0,0,0,-1
46,83,42,11,0.0,12,71.0,1.0,0,16,9,4,3,0,0,0,-1
47,83,42,11,0.25,12,72.0,0.5,0,16,9,4,3,0,0,0,-1
48,83,42,11,0.125,12,72.5,0.5,0,16,9,4,3,0,0,0,-1
49,81,41,9,1.0,13,73.0,2.0,0,14,8,2,2,-2,-1,-1,-2
50,80,40,8,0.25,13,75.0,1.0,0,13,7,1,1,-1,-1,-1,-3
51,81,41,9,0.5,13,76.0,2.0,0,14,8,2,2,1,1,1,-2
52,83,42,11,0.25,13,78.0,1.0,0,16,9,4,3,2,1,1,-1
53,81,41,9,1.0,14,79.0,3.0,0,14,8,2,2,-2,-1,-1,-2
54,74,37,2,0.5,14,82.0,2.0,0,7,4,7,5,-7,-4,-1,-3
55,76,38,4,0.25,14,84.0,1.0,0,9,5,9,6,2,1,1,-2
56,78,39,6,1.0,15,85.0,3.0,0,11,6,11,7,2,1,1,-1
57,78,39,6,0.5,15,88.0,2.0,0,11,6,11,7,0,0,0,-1
58,78,39,6,0.25,15,90.0,1.0,0,11,6,11,7,0,0,0,-1
59,76,38,4,1.0,16,91.0,3.0,0,9,5,9,6,-2,-1,-1,-2
60,76,38,4,0.5,16,94.0,2.0,0,9,5,9,6,0,0,0,-2
61,76,38,4,0.25,16,96.0,1.0,0,9,5,9,6,0,0,0,-2
62,74,37,2,1.0,17,97.0,3.0,0,7,4,7,5,-2,-1,-1,-3
63,71,35,11,0.5,17,100.0,2.0,0,4,2,4,3,-3,-2,-1,-4
64,72,36,0,0.25,17,102.0,1.0,0,5,3,5,4,1,1,1,-3
65,74,37,2,1.0,18,103.0,3.0,0,7,4,7,5,2,1,1,-2
66,74,37,2,0.5,18,106.0,2.0,0,7,4,7,5,0,0,0,-2
67,76,38,4,0.25,18,108.0,1.0,0,9,5,9,6,2,1,1,-1
68,74,37,2,1.0,19,109.0,3.0,0,7,4,7,5,-2,-1,-1,-2
69,79,40,7,0.5,19,112.0,2.0,0,12,7,0,1,5,3,1,-1
70,81,41,9,0.25,19,114.0,1.0,0,14,8,2,2,2,1,1,0
71,83,42,11,1.0,20,115.0,2.0,0,16,9,4,3,2,1,1,1
72,81,41,9,0.25,20,117.0,1.0,0,14,8,2,2,-2,-1,-1,0
73,79,40,7,0.5,20,118.0,2.0,0,12,7,0,1,-2,-1,-1,-1
74,79,40,7,0.25,20,120.0,1.0,0,12,7,0,1,0,0,0,-1
75,78,39,6,1.0,21,121.0,3.0,0,11,6,11,7,-1,-1,-1,-2
76,76,38,4,0.5,21,124.0,3.0,0,9,5,9,6,-2,-1,-1,-3
77,76,38,4,0.0,22,127.0,2.0,0,9,5,9,6,0,0,0,-3
78,76,38,4,0.0,22,129.0,1.0,0,9,5,9,6,0,0,0,-3
79,78,39,6,0.5,22,130.0,2.0,0,11,6,11,7,2,1,1,-2
80,76,38,4,0.25,22,132.0,1.0,0,9,5,9,6,-2,-1,-1,-3
81,74,37,2,1.0,23,133.0,3.0,0,7,4,7,5,-2,-1,-1,-4
