,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.0,1,0.0,2.0,0,7,4,7,5,0,0,0,0
1,74,37,2,0.0,1,2.0,2.0,0,7,4,7,5,0,0,0,0
2,74,37,2,0.0,1,4.0,2.0,0,7,4,7,5,0,0,0,0
3,76,38,4,0.0,1,6.0,4.0,0,9,5,9,6,2,1,1,1
4,74,37,2,0.0,1,10.0,4.0,0,7,4,7,5,-2,-1,-1,0
5,72,36,0,0.0,1,14.0,2.0,0,5,3,5,4,-2,-1,-1,-1
6,74,37,2,0.0,1,16.0,2.0,0,7,4,7,5,2,1,1,0
7,71,35,11,0.0,1,18.0,2.0,0,4,2,4,3,-3,-2,-1,-1
8,69,34,9,0.0,1,20.0,2.0,0,2,1,2,2,-2,-1,-1,-2
9,67,33,7,0.0,1,22.0,2.0,0,0,0,0,1,-2,-1,-1,-3
10,67,33,7,0.0,1,24.0,2.0,0,0,0,0,1,0,0,0,-3
11,69,34,9,0.0,1,26.0,2.0,0,2,1,2,2,2,1,1,-2
12,69,34,9,0.0,1,28.0,2.0,0,2,1,2,2,0,0,0,-2
13,71,35,11,0.0,1,30.0,4.0,0,4,2,4,3,2,1,1,-1
14,69,34,9,0.0,1,34.0,6.0,0,2,1,2,2,-2,-1,-1,-2
15,74,37,2,0.0,1,40.0,2.0,0,7,4,7,5,5,3,1,-1
16,74,37,2,0.0,1,42.0,2.0,0,7,4,7,5,0,0,0,-1
17,78,39,6,0.0,1,44.0,2.0,0,11,6,11,7,4,2,1,0
18,76,38,4,0.0,1,46.0,4.0,0,9,5,9,6,-2,-1,-1,-1
19,74,37,2,0.0,1,50.0,3.0,0,7,4,7,5,-2,-1,-1,-2
20,74,37,2,0.0,1,53.0,1.0,0,7,4,7,5,0,0,0,-2
21,72,36,0,0.0,1,54.0,2.0,0,5,3,5,4,-2,-1,-1,-3
22,71,35,11,0.0,1,56.0,2.0,0,4,2,4,3,-1,-1,-1,-4
23,69,34,9,0.0,1,58.0,2.0,0,2,1,2,2,-2,-1,-1,-5
24,69,34,9,0.0,1,60.0,1.0,0,2,1,2,2,0,0,0,-5
25,69,34,9,0.0,1,61.0,1.0,0,2,1,2,2,0,0,0,-5
26,67,33,7,0.0,1,62.0,2.0,0,0,0,0,1,-2,-1,-1,-6
27,67,33,7,0.0,1,64.0,2.0,0,0,0,0,1,0,0,0,-6
28,69,34,9,0.0,1,66.0,2.0,0,2,1,2,2,2,1,1,-5
29,69,34,9,0.0,1,68.0,2.0,0,2,1,2,2,0,0,0,-5
30,71,35,11,0.0,1,70.0,4.0,0,4,2,4,3,2,1,1,-4
31,69,34,9,0.0,1,74.0,4.0,0,2,1,2,2,-2,-1,-1,-5
32,74,37,2,0.0,1,78.0,3.0,0,7,4,7,5,5,3,1,-4
33,74,37,2,0.0,1,81.0,1.0,0,7,4,7,5,0,0,0,-4
34,74,37,2,0.0,1,82.0,3.0,0,7,4,7,5,0,0,0,-4
35,72,36,0,0.0,1,85.0,1.0,0,5,3,5,4,-2,-1,-1,-5
36,71,35,11,0.0,1,86.0,2.0,0,4,2,4,3,-1,-1,-1,-6
37,69,34,9,0.0,1,88.0,2.0,0,2,1,2,2,-2,-1,-1,-7
38,67,33,7,0.0,1,90.0,2.0,0,0,0,0,1,-2,-1,-1,-8
39,67,33,7,0.0,1,92.0,2.0,0,0,0,0,1,0,0,0,-8
40,66,32,6,0.0,1,94.0,2.0,0,-1,-1,11,7,-1,-1,-1,-9
41,67,33,7,0.0,1,96.0,2.0,0,0,0,0,1,1,1,1,-8
42,69,34,9,0.0,1,98.0,4.0,0,2,1,2,2,2,1,1,-7
43,74,37,2,0.0,1,102.0,4.0,0,7,4,7,5,5,3,1,-6
44,78,39,6,0.0,1,106.0,2.0,0,11,6,11,7,4,2,1,-5
45,76,38,4,0.0,1,108.0,2.0,0,9,5,9,6,-2,-1,-1,-6
46,74,37,2,0.0,1,110.0,3.0,0,7,4,7,5,-2,-1,-1,-7
47,74,37,2,0.0,1,113.0,1.0,0,7,4,7,5,0,0,0,-7
48,78,39,6,0.0,1,114.0,2.0,0,11,6,11,7,4,2,1,-6
49,76,38,4,0.0,1,116.0,2.0,0,9,5,9,6,-2,-1,-1,-7
50,74,37,2,0.0,1,118.0,4.0,0,7,4,7,5,-2,-1,-1,-8
51,69,34,9,0.0,1,122.0,4.0,0,2,1,2,2,-5,-3,-1,-9
52,71,35,11,0.0,1,126.0,2.0,0,4,2,4,3,2,1,1,-8
53,73,36,1,0.0,1,128.0,2.0,0,6,3,6,4,2,1,1,-7
54,74,37,2,0.0,1,130.0,6.0,0,7,4,7,5,1,1,1,-6
