,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0.0,1.0,65,60,28,0,1,0,0,0,0
1,67,33,7,1.0,2.0,67,60,28,0,1,0,0,0,0
2,67,33,7,3.0,1.0,57,60,28,0,1,0,0,0,0
3,67,33,7,4.0,2.0,62,60,28,0,1,0,0,0,0
4,67,33,7,6.0,1.0,65,60,28,0,1,0,0,0,0
5,69,34,9,7.0,2.0,71,62,29,2,2,2,1,1,1
6,69,34,9,9.0,1.0,58,62,29,2,2,0,0,0,1
7,67,33,7,10.0,1.0,64,60,28,0,1,-2,-1,-1,0
8,72,36,0,12.0,1.0,61,65,31,5,4,5,3,1,1
9,71,35,11,13.0,2.0,63,64,30,4,3,-1,-1,-1,0
10,71,35,11,15.0,1.0,61,64,30,4,3,0,0,0,0
11,69,34,9,16.0,2.0,63,62,29,2,2,-2,-1,-1,-1
12,69,34,9,18.0,1.0,62,62,29,2,2,0,0,0,-1
13,67,33,7,19.0,3.0,70,60,28,0,1,-2,-1,-1,-2
14,67,33,7,24.0,1.0,64,60,28,0,1,0,0,0,-2
15,67,33,7,25.0,2.0,69,60,28,0,1,0,0,0,-2
16,67,33,7,27.0,1.0,59,60,28,0,1,0,0,0,-2
17,67,33,7,28.0,1.0,58,60,28,0,1,0,0,0,-2
18,67,33,7,29.0,1.0,64,60,28,0,1,0,0,0,-2
19,67,33,7,30.0,1.0,59,60,28,0,1,0,0,0,-2
20,69,34,9,31.0,2.0,72,62,29,2,2,2,1,1,-1
21,69,34,9,33.0,1.0,63,62,29,2,2,0,0,0,-1
22,67,33,7,34.0,2.0,62,60,28,0,1,-2,-1,-1,-2
23,72,36,0,36.0,1.0,65,65,31,5,4,5,3,1,-1
24,71,35,11,37.0,2.0,69,64,30,4,3,-1,-1,-1,-2
25,71,35,11,39.0,1.0,56,64,30,4,3,0,0,0,-2
26,69,34,9,40.0,2.0,63,62,29,2,2,-2,-1,-1,-3
