,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.0,1.0,58,67,32,7,5,0,0,0,0
1,71,35,11,1.0,2.0,65,64,30,4,3,-3,-2,-1,-1
2,74,37,2,3.0,1.0,64,67,32,7,5,3,2,1,0
3,79,40,7,4.0,2.0,58,72,35,0,1,5,3,1,1
4,74,37,2,6.0,1.0,56,67,32,7,5,-5,-3,-1,0
5,78,39,6,7.0,1.0,63,71,34,11,7,4,2,1,1
6,76,38,4,8.0,4.0,65,69,33,9,6,-2,-1,-1,0
7,76,38,4,12.0,0.67,60,69,33,9,6,0,0,0,0
8,76,38,4,12.67,0.5,63,69,33,9,6,0,0,0,0
9,76,38,4,13.0,1.5,71,69,33,9,6,0,0,0,0
10,76,38,4,14.5,0.5,63,69,33,9,6,0,0,0,0
11,74,37,2,15.0,1.0,59,67,32,7,5,-2,-1,-1,-1
12,78,39,6,16.0,2.0,65,71,34,11,7,4,2,1,0
13,76,38,4,18.0,1.0,58,69,33,9,6,-2,-1,-1,-1
14,74,37,2,19.0,5.0,63,67,32,7,5,-2,-1,-1,-2
15,74,37,2,24.0,1.0,58,67,32,7,5,0,0,0,-2
16,71,35,11,25.0,2.0,68,64,30,4,3,-3,-2,-1,-3
17,74,37,2,27.0,1.0,60,67,32,7,5,3,2,1,-2
18,79,40,7,28.0,2.0,60,72,35,0,1,5,3,1,-1
19,83,42,11,30.0,1.0,56,76,37,4,3,4,2,1,0
20,81,41,9,31.0,2.0,64,74,36,2,2,-2,-1,-1,-1
21,79,40,7,33.0,1.0,60,72,35,0,1,-2,-1,-1,-2
22,76,38,4,34.0,2.0,62,69,33,9,6,-3,-2,-1,-3
23,79,40,7,36.0,1.0,61,72,35,0,1,3,2,1,-2
24,78,39,6,37.0,2.0,68,71,34,11,7,-1,-1,-1,-3
25,69,34,9,39.0,1.0,63,62,29,2,2,-9,-5,-1,-4
26,76,38,4,40.0,1.0,58,69,33,9,6,7,4,1,-3
27,76,38,4,41.0,1.0,64,69,33,9,6,0,0,0,-3
28,78,39,6,42.0,1.0,63,71,34,11,7,2,1,1,-2
29,79,40,7,43.0,5.0,62,72,35,0,1,1,1,1,-1
