,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,1.0,66,55,25,7,5,0,0,0,0
1,71,35,11,1.0,2.0,69,64,30,4,3,9,5,1,1
2,71,35,11,3.0,1.0,59,64,30,4,3,0,0,0,1
3,71,35,11,4.0,1.0,59,64,30,4,3,0,0,0,1
4,71,35,11,5.0,1.0,66,64,30,4,3,0,0,0,1
5,71,35,11,6.0,1.0,60,64,30,4,3,0,0,0,1
6,71,35,11,7.0,1.0,69,64,30,4,3,0,0,0,1
7,69,34,9,8.0,1.0,65,62,29,2,2,-2,-1,-1,0
8,69,34,9,9.0,1.0,61,62,29,2,2,0,0,0,0
9,69,34,9,10.0,1.0,58,62,29,2,2,0,0,0,0
10,71,35,11,11.0,1.0,57,64,30,4,3,2,1,1,1
11,69,34,9,12.0,1.0,62,62,29,2,2,-2,-1,-1,0
12,67,33,7,13.0,1.0,63,60,28,0,1,-2,-1,-1,-1
13,67,33,7,14.0,1.0,63,60,28,0,1,0,0,0,-1
14,67,33,7,15.0,1.0,58,60,28,0,1,0,0,0,-1
15,69,34,9,16.0,1.0,56,62,29,2,2,2,1,1,0
16,71,35,11,17.0,1.0,56,64,30,4,3,2,1,1,1
17,69,34,9,18.0,1.0,58,62,29,2,2,-2,-1,-1,0
18,67,33,7,19.0,1.0,64,60,28,0,1,-2,-1,-1,-1
19,66,32,6,20.0,1.0,63,59,27,11,7,-1,-1,-1,-2
20,67,33,7,21.0,1.0,57,60,28,0,1,1,1,1,-1
21,62,30,2,22.0,2.0,59,55,25,7,5,-5,-3,-1,-2
22,62,30,2,24.0,1.0,58,55,25,7,5,0,0,0,-2
23,67,33,7,25.0,3.0,67,60,28,0,1,5,3,1,-1
24,69,34,9,28.0,2.0,57,62,29,2,2,2,1,1,0
25,69,34,9,30.0,1.0,64,62,29,2,2,0,0,0,0
26,71,35,11,31.0,2.0,68,64,30,4,3,2,1,1,1
27,76,38,4,33.0,1.0,58,69,33,9,6,5,3,1,2
28,74,37,2,34.0,2.0,62,67,32,7,5,-2,-1,-1,1
29,71,35,11,36.0,1.0,64,64,30,4,3,-3,-2,-1,0
30,67,33,7,37.0,2.0,63,60,28,0,1,-4,-2,-1,-1
31,76,38,4,39.0,1.0,62,69,33,9,6,9,5,1,0
32,74,37,2,40.0,2.0,60,67,32,7,5,-2,-1,-1,-1
33,72,36,0,42.0,1.0,58,65,31,5,4,-2,-1,-1,-2
34,71,35,11,43.0,5.0,63,64,30,4,3,-1,-1,-1,-3
