,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0.25,0,0.0,1.0,0,0,0,0,1,0,0,0,0
1,67,33,7,0.5,0,1.0,2.0,0,0,0,0,1,0,0,0,0
2,71,35,11,0.25,0,3.0,1.0,0,4,2,4,3,4,2,1,1
3,74,37,2,1.0,1,4.0,2.0,0,7,4,7,5,3,2,1,2
4,71,35,11,0.25,1,6.0,1.0,0,4,2,4,3,-3,-2,-1,1
5,69,34,9,0.5,1,7.0,2.0,0,2,1,2,2,-2,-1,-1,0
6,66,32,6,0.25,1,9.0,1.0,0,-1,-1,11,7,-3,-2,-1,-1
7,62,30,2,1.0,2,10.0,3.0,0,-5,-3,7,5,-4,-2,-1,-2
8,67,33,7,0.5,2,13.0,3.0,0,0,0,0,1,5,3,1,-1
9,69,34,9,1.0,3,16.0,2.0,0,2,1,2,2,2,1,1,0
10,69,34,9,0.25,3,18.0,1.0,0,2,1,2,2,0,0,0,0
11,74,37,2,0.5,3,19.0,2.0,0,7,4,7,5,5,3,1,1
12,71,35,11,0.25,3,21.0,1.0,0,4,2,4,3,-3,-2,-1,0
13,69,34,9,1.0,4,22.0,3.0,0,2,1,2,2,-2,-1,-1,-1
14,69,34,9,0.0,4,25.0,1.0,0,2,1,2,2,0,0,0,-1
15,69,34,9,0.25,4,26.0,0.5,0,2,1,2,2,0,0,0,-1
16,69,34,9,0.125,4,26.5,0.5,0,2,1,2,2,0,0,0,-1
17,71,35,11,0.25,4,27.0,1.0,0,4,2,4,3,2,1,1,0
18,72,36,0,1.0,5,28.0,2.0,0,5,3,5,4,1,1,1,1
19,74,37,2,0.25,5,30.0,1.0,0,7,4,7,5,2,1,1,2
20,76,38,4,0.5,5,31.0,2.0,0,9,5,9,6,2,1,1,3
21,72,36,0,0.25,5,33.0,1.0,0,5,3,5,4,-4,-2,-1,2
22,74,37,2,1.0,6,34.0,2.0,0,7,4,7,5,2,1,1,3
23,71,35,11,0.25,6,36.0,1.0,0,4,2,4,3,-3,-2,-1,2
24,67,33,7,0.5,6,37.0,3.0,0,0,0,0,1,-4,-2,-1,1
25,74,37,2,1.0,7,40.0,3.0,0,7,4,7,5,7,4,1,2
26,76,38,4,0.5,7,43.0,1.5,0,9,5,9,6,2,1,1,3
27,74,37,2,0.125,7,44.5,0.5,0,7,4,7,5,-2,-1,-1,2
28,72,36,0,0.25,7,45.0,1.0,0,5,3,5,4,-2,-1,-1,1
29,74,37,2,1.0,8,46.0,3.0,0,7,4,7,5,2,1,1,2
30,72,36,0,0.5,8,49.0,3.0,0,5,3,5,4,-2,-1,-1,1
31,71,35,11,1.0,9,52.0,3.0,0,4,2,4,3,-1,-1,-1,0
32,71,35,11,0.0,9,55.0,1.0,0,4,2,4,3,0,0,0,0
33,69,34,9,0.25,9,56.0,0.5,0,2,1,2,2,-2,-1,-1,-1
34,69,34,9,0.125,9,56.5,0.5,0,2,1,2,2,0,0,0,-1
35,71,35,11,0.25,9,57.0,1.0,0,4,2,4,3,2,1,1,0
36,72,36,0,1.0,10,58.0,2.0,0,5,3,5,4,1,1,1,1
37,74,37,2,0.25,10,60.0,1.0,0,7,4,7,5,2,1,1,2
38,76,38,4,0.5,10,61.0,2.0,0,9,5,9,6,2,1,1,3
39,72,36,0,0.25,10,63.0,1.0,0,5,3,5,4,-4,-2,-1,2
40,74,37,2,1.0,11,64.0,2.0,0,7,4,7,5,2,1,1,3
41,71,35,11,0.25,11,66.0,1.0,0,4,2,4,3,-3,-2,-1,2
42,67,33,7,0.5,11,67.0,3.0,0,0,0,0,1,-4,-2,-1,1
43,74,37,2,1.0,12,70.0,3.0,0,7,4,7,5,7,4,1,2
44,72,36,0,0.5,12,73.0,1.0,0,5,3,5,4,-2,-1,-1,1
45,74,37,2,0.25,12,74.0,1.0,0,7,4,7,5,2,1,1,2
46,72,36,0,0.25,12,75.0,1.0,0,5,3,5,4,-2,-1,-1,1
47,71,35,11,1.0,13,76.0,3.0,0,4,2,4,3,-1,-1,-1,0
48,69,34,9,0.5,13,79.0,3.0,0,2,1,2,2,-2,-1,-1,-1
49,67,33,7,1.0,14,82.0,3.0,0,0,0,0,1,-2,-1,-1,-2
50,67,33,7,0.5,14,85.0,2.0,0,0,0,0,1,0,0,0,-2
51,67,33,7,0.0,14,87.0,1.0,0,0,0,0,1,0,0,0,-2
