,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,1.0,62,55,25,7,5,0,0,0,0
1,59,28,11,1.0,2.0,69,52,23,4,3,-3,-2,-1,-1
2,62,30,2,3.0,1.0,57,55,25,7,5,3,2,1,0
3,67,33,7,4.0,2.0,61,60,28,0,1,5,3,1,1
4,67,33,7,6.0,1.0,58,60,28,0,1,0,0,0,1
5,66,32,6,7.0,1.0,64,59,27,11,7,-1,-1,-1,0
6,64,31,4,8.0,4.0,66,57,26,9,6,-2,-1,-1,-1
7,60,29,0,12.0,0.5,58,53,24,5,4,-4,-2,-1,-2
8,60,29,0,12.5,0.5,57,53,24,5,4,0,0,0,-2
9,60,29,0,13.0,2.0,70,53,24,5,4,0,0,0,-2
10,62,30,2,15.0,1.0,59,55,25,7,5,2,1,1,-1
11,66,32,6,16.0,2.0,60,59,27,11,7,4,2,1,0
12,64,31,4,18.0,1.0,56,57,26,9,6,-2,-1,-1,-1
13,62,30,2,19.0,5.0,62,55,25,7,5,-2,-1,-1,-2
14,62,30,2,24.0,1.0,60,55,25,7,5,0,0,0,-2
15,59,28,11,25.0,2.0,64,52,23,4,3,-3,-2,-1,-3
16,62,30,2,27.0,1.0,58,55,25,7,5,3,2,1,-2
17,67,33,7,28.0,1.0,62,60,28,0,1,5,3,1,-1
18,69,34,9,29.0,1.0,64,62,29,2,2,2,1,1,0
19,71,35,11,30.0,1.0,65,64,30,4,3,2,1,1,1
20,69,34,9,31.0,2.0,63,62,29,2,2,-2,-1,-1,0
21,66,32,6,33.0,1.0,61,59,27,11,7,-3,-2,-1,-1
22,64,31,4,34.0,1.0,57,57,26,9,6,-2,-1,-1,-2
23,69,34,9,35.0,1.0,62,62,29,2,2,5,3,1,-1
24,67,33,7,36.0,1.0,59,60,28,0,1,-2,-1,-1,-2
25,66,32,6,37.0,2.0,72,59,27,11,7,-1,-1,-1,-3
26,64,31,4,39.0,1.0,56,57,26,9,6,-2,-1,-1,-4
27,62,30,2,40.0,1.0,59,55,25,7,5,-2,-1,-1,-5
28,64,31,4,41.0,1.0,59,57,26,9,6,2,1,1,-4
29,66,32,6,42.0,1.0,57,59,27,11,7,2,1,1,-3
30,67,33,7,43.0,5.0,64,60,28,0,1,1,1,1,-2
31,62,30,2,48.0,1.0,58,55,25,7,5,-5,-3,-1,-3
32,59,28,11,49.0,2.0,66,52,23,4,3,-3,-2,-1,-4
33,62,30,2,51.0,1.0,61,55,25,7,5,3,2,1,-3
34,67,33,7,52.0,1.0,61,60,28,0,1,5,3,1,-2
35,69,34,9,53.0,1.0,58,62,29,2,2,2,1,1,-1
36,71,35,11,54.0,1.0,59,64,30,4,3,2,1,1,0
37,69,34,9,55.0,2.0,71,62,29,2,2,-2,-1,-1,-1
38,66,32,6,57.0,1.0,58,59,27,11,7,-3,-2,-1,-2
39,64,31,4,58.0,1.0,66,57,26,9,6,-2,-1,-1,-3
40,69,34,9,59.0,1.0,60,62,29,2,2,5,3,1,-2
41,67,33,7,60.0,1.0,56,60,28,0,1,-2,-1,-1,-3
42,66,32,6,61.0,2.0,64,59,27,11,7,-1,-1,-1,-4
43,64,31,4,63.0,1.0,65,57,26,9,6,-2,-1,-1,-5
44,62,30,2,64.0,1.0,66,55,25,7,5,-2,-1,-1,-6
45,64,31,4,65.0,1.0,59,57,26,9,6,2,1,1,-5
46,66,32,6,66.0,1.0,62,59,27,11,7,2,1,1,-4
47,67,33,7,67.0,5.0,64,60,28,0,1,1,1,1,-3
