,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,2.0,64,55,25,7,5,0,0,0,0
1,67,33,7,2.0,2.0,67,60,28,0,1,5,3,1,1
2,67,33,7,4.0,1.0,69,60,28,0,1,0,0,0,1
3,67,33,7,5.0,1.0,64,60,28,0,1,0,0,0,1
4,69,34,9,6.0,2.0,63,62,29,2,2,2,1,1,2
5,71,35,11,8.0,1.0,59,64,30,4,3,2,1,1,3
6,69,34,9,9.0,1.0,63,62,29,2,2,-2,-1,-1,2
7,67,33,7,10.0,2.0,62,60,28,0,1,-2,-1,-1,1
8,62,30,2,12.0,2.0,67,55,25,7,5,-5,-3,-1,0
9,62,30,2,17.0,1.0,59,55,25,7,5,0,0,0,0
10,67,33,7,18.0,2.0,70,60,28,0,1,5,3,1,1
11,67,33,7,20.0,1.0,69,60,28,0,1,0,0,0,1
12,67,33,7,21.0,1.0,57,60,28,0,1,0,0,0,1
13,69,34,9,22.0,1.0,70,62,29,2,2,2,1,1,2
14,69,34,9,23.0,1.0,60,62,29,2,2,0,0,0,2
15,71,35,11,24.0,1.0,61,64,30,4,3,2,1,1,3
16,69,34,9,25.0,1.0,66,62,29,2,2,-2,-1,-1,2
17,67,33,7,26.0,2.0,64,60,28,0,1,-2,-1,-1,1
18,62,30,2,28.0,2.0,63,55,25,7,5,-5,-3,-1,0
19,71,35,11,32.0,2.0,69,64,30,4,3,9,5,1,1
20,71,35,11,34.0,1.0,70,64,30,4,3,0,0,0,1
21,71,35,11,35.0,1.0,65,64,30,4,3,0,0,0,1
22,71,35,11,36.0,1.0,67,64,30,4,3,0,0,0,1
23,71,35,11,37.0,1.0,63,64,30,4,3,0,0,0,1
24,71,35,11,38.0,2.0,64,64,30,4,3,0,0,0,1
25,74,37,2,40.0,1.0,64,67,32,7,5,3,2,1,2
26,74,37,2,41.0,1.0,61,67,32,7,5,0,0,0,2
27,74,37,2,42.0,1.0,62,67,32,7,5,0,0,0,2
28,74,37,2,43.0,1.0,57,67,32,7,5,0,0,0,2
29,72,36,0,44.0,1.0,63,65,31,5,4,-2,-1,-1,1
30,71,35,11,45.0,1.0,64,64,30,4,3,-1,-1,-1,0
31,69,34,9,46.0,3.0,70,62,29,2,2,-2,-1,-1,-1
32,67,33,7,49.0,1.0,59,60,28,0,1,-2,-1,-1,-2
33,66,32,6,50.0,1.0,62,59,27,11,7,-1,-1,-1,-3
34,69,34,9,51.0,1.0,66,62,29,2,2,3,2,1,-2
35,69,34,9,52.0,1.0,69,62,29,2,2,0,0,0,-2
36,69,34,9,53.0,1.0,61,62,29,2,2,0,0,0,-2
37,69,34,9,54.0,2.0,63,62,29,2,2,0,0,0,-2
38,72,36,0,56.0,1.0,64,65,31,5,4,3,2,1,-1
39,72,36,0,57.0,1.0,61,65,31,5,4,0,0,0,-1
40,71,35,11,58.0,1.5,67,64,30,4,3,-1,-1,-1,-2
41,71,35,11,59.5,0.5,57,64,30,4,3,0,0,0,-2
42,69,34,9,60.0,1.0,60,62,29,2,2,-2,-1,-1,-3
43,66,32,6,61.0,1.0,64,59,27,11,7,-3,-2,-1,-4
44,67,33,7,62.0,2.0,63,60,28,0,1,1,1,1,-3
