,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0.0,2.0,68,60,28,0,1,0,0,0,0
1,71,35,11,2.0,1.0,57,64,30,4,3,4,2,1,1
2,74,37,2,3.0,2.0,62,67,32,7,5,3,2,1,2
3,74,37,2,5.0,1.0,61,67,32,7,5,0,0,0,2
4,76,38,4,6.0,1.0,68,69,33,9,6,2,1,1,3
5,74,37,2,7.0,1.0,60,67,32,7,5,-2,-1,-1,2
6,74,37,2,8.0,1.0,68,67,32,7,5,0,0,0,2
7,76,38,4,9.0,1.0,65,69,33,9,6,2,1,1,3
8,74,37,2,10.0,1.0,65,67,32,7,5,-2,-1,-1,2
9,74,37,2,11.0,1.0,65,67,32,7,5,0,0,0,2
10,71,35,11,12.0,2.0,63,64,30,4,3,-3,-2,-1,1
11,74,37,2,14.0,1.0,71,67,32,7,5,3,2,1,2
12,74,37,2,15.0,3.0,63,67,32,7,5,0,0,0,2
13,72,36,0,18.0,6.0,65,65,31,5,4,-2,-1,-1,1
14,72,36,0,24.0,2.0,59,65,31,5,4,0,0,0,1
15,76,38,4,26.0,1.0,58,69,33,9,6,4,2,1,2
16,76,38,4,27.0,3.0,64,69,33,9,6,0,0,0,2
17,74,37,2,30.0,6.0,59,67,32,7,5,-2,-1,-1,1
18,67,33,7,36.0,2.0,64,60,28,0,1,-7,-4,-1,0
19,71,35,11,38.0,1.0,65,64,30,4,3,4,2,1,1
20,74,37,2,39.0,2.0,62,67,32,7,5,3,2,1,2
21,79,40,7,41.0,1.0,65,72,35,0,1,5,3,1,3
22,78,39,6,42.0,2.0,72,71,34,11,7,-1,-1,-1,2
23,78,39,6,44.0,1.0,58,71,34,11,7,0,0,0,2
24,76,38,4,45.0,3.0,62,69,33,9,6,-2,-1,-1,1
25,76,38,4,48.0,2.0,67,69,33,9,6,0,0,0,1
26,78,39,6,50.0,1.0,64,71,34,11,7,2,1,1,2
27,79,40,7,51.0,1.0,63,72,35,0,1,1,1,1,3
28,78,39,6,52.0,1.0,57,71,34,11,7,-1,-1,-1,2
29,76,38,4,53.0,1.0,65,69,33,9,6,-2,-1,-1,1
30,74,37,2,54.0,2.0,66,67,32,7,5,-2,-1,-1,0
31,72,36,0,56.0,1.0,61,65,31,5,4,-2,-1,-1,-1
32,71,35,11,57.0,3.0,62,64,30,4,3,-1,-1,-1,-2
