,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,67,33,7,0.0,1.0,66,60,28,0,1,0,0,0,0
1,71,35,11,1.0,2.0,69,64,30,4,3,4,2,1,1
2,69,34,9,3.0,1.0,59,62,29,2,2,-2,-1,-1,0
3,67,33,7,4.0,1.0,59,60,28,0,1,-2,-1,-1,-1
4,67,33,7,5.0,1.0,66,60,28,0,1,0,0,0,-1
5,67,33,7,6.0,1.0,60,60,28,0,1,0,0,0,-1
6,72,36,0,7.0,1.0,69,65,31,5,4,5,3,1,0
7,76,38,4,8.0,1.0,65,69,33,9,6,4,2,1,1
8,72,36,0,9.0,1.0,61,65,31,5,4,-4,-2,-1,0
9,71,35,11,10.0,2.0,58,64,30,4,3,-1,-1,-1,-1
10,74,37,2,12.0,1.0,65,67,32,7,5,3,2,1,0
11,74,37,2,13.0,1.0,65,67,32,7,5,0,0,0,0
12,71,35,11,14.0,1.0,57,64,30,4,3,-3,-2,-1,-1
13,74,37,2,15.0,1.0,63,67,32,7,5,3,2,1,0
14,74,37,2,16.0,1.0,58,67,32,7,5,0,0,0,0
15,71,35,11,17.0,1.0,56,64,30,4,3,-3,-2,-1,-1
16,74,37,2,18.0,1.0,56,67,32,7,5,3,2,1,0
17,72,36,0,19.0,1.0,64,65,31,5,4,-2,-1,-1,-1
18,71,35,11,20.0,1.0,58,64,30,4,3,-1,-1,-1,-2
19,69,34,9,21.0,1.0,63,62,29,2,2,-2,-1,-1,-3
20,67,33,7,22.0,2.0,57,60,28,0,1,-2,-1,-1,-4
21,74,37,2,24.0,1.0,66,67,32,7,5,7,4,1,-3
22,74,37,2,25.0,1.0,62,67,32,7,5,0,0,0,-3
23,71,35,11,26.0,1.0,61,64,30,4,3,-3,-2,-1,-4
24,72,36,0,27.0,1.0,57,65,31,5,4,1,1,1,-3
25,74,37,2,28.0,1.0,64,67,32,7,5,2,1,1,-2
26,76,38,4,29.0,1.0,64,69,33,9,6,2,1,1,-1
27,78,39,6,30.0,1.0,62,71,34,11,7,2,1,1,0
28,74,37,2,31.0,2.0,68,67,32,7,5,-4,-2,-1,-1
29,71,35,11,33.0,1.0,64,64,30,4,3,-3,-2,-1,-2
30,67,33,7,34.0,2.0,63,60,28,0,1,-4,-2,-1,-3
31,67,33,7,36.0,1.0,62,60,28,0,1,0,0,0,-3
32,76,38,4,37.0,1.5,64,69,33,9,6,9,5,1,-2
33,76,38,4,38.5,0.5,58,69,33,9,6,0,0,0,-2
34,76,38,4,39.0,1.0,57,69,33,9,6,0,0,0,-2
35,74,37,2,40.0,1.0,66,67,32,7,5,-2,-1,-1,-3
36,76,38,4,41.0,1.0,59,69,33,9,6,2,1,1,-2
37,74,37,2,42.0,1.0,58,67,32,7,5,-2,-1,-1,-3
38,69,34,9,43.0,5.0,72,62,29,2,2,-5,-3,-1,-4
39,74,37,2,48.0,1.0,59,67,32,7,5,5,3,1,-3
40,74,37,2,49.0,1.0,66,67,32,7,5,0,0,0,-3
41,76,38,4,50.0,1.0,63,69,33,9,6,2,1,1,-2
42,74,37,2,51.0,1.0,66,67,32,7,5,-2,-1,-1,-3
43,71,35,11,52.0,1.0,63,64,30,4,3,-3,-2,-1,-4
44,69,34,9,53.0,1.0,60,62,29,2,2,-2,-1,-1,-5
45,67,33,7,54.0,1.0,57,60,28,0,1,-2,-1,-1,-6
46,72,36,0,55.0,2.0,71,65,31,5,4,5,3,1,-5
47,71,35,11,57.0,1.0,63,64,30,4,3,-1,-1,-1,-6
48,69,34,9,58.0,2.0,56,62,29,2,2,-2,-1,-1,-7
49,72,36,0,60.0,1.0,66,65,31,5,4,3,2,1,-6
50,71,35,11,61.0,1.0,70,64,30,4,3,-1,-1,-1,-7
51,74,37,2,62.0,1.0,61,67,32,7,5,3,2,1,-6
52,71,35,11,63.0,1.0,59,64,30,4,3,-3,-2,-1,-7
53,69,34,9,64.0,1.0,64,62,29,2,2,-2,-1,-1,-8
54,67,33,7,65.0,1.0,56,60,28,0,1,-2,-1,-1,-9
55,69,34,9,66.0,1.0,58,62,29,2,2,2,1,1,-8
56,67,33,7,67.0,5.0,66,60,28,0,1,-2,-1,-1,-9
57,74,37,2,72.0,1.0,56,67,32,7,5,7,4,1,-8
58,74,37,2,73.0,1.0,68,67,32,7,5,0,0,0,-8
59,76,38,4,74.0,1.0,59,69,33,9,6,2,1,1,-7
60,74,37,2,75.0,1.0,57,67,32,7,5,-2,-1,-1,-8
61,71,35,11,76.0,1.0,60,64,30,4,3,-3,-2,-1,-9
62,69,34,9,77.0,1.0,65,62,29,2,2,-2,-1,-1,-10
63,67,33,7,78.0,1.0,65,60,28,0,1,-2,-1,-1,-11
64,72,36,0,79.0,2.0,69,65,31,5,4,5,3,1,-10
65,71,35,11,81.0,1.0,62,64,30,4,3,-1,-1,-1,-11
66,69,34,9,82.0,2.0,63,62,29,2,2,-2,-1,-1,-12
67,72,36,0,84.0,1.0,62,65,31,5,4,3,2,1,-11
68,71,35,11,85.0,1.0,64,64,30,4,3,-1,-1,-1,-12
69,74,37,2,86.0,1.0,66,67,32,7,5,3,2,1,-11
70,71,35,11,87.0,1.0,59,64,30,4,3,-3,-2,-1,-12
71,69,34,9,88.0,1.0,59,62,29,2,2,-2,-1,-1,-13
72,67,33,7,89.0,1.0,59,60,28,0,1,-2,-1,-1,-14
73,69,34,9,90.0,1.0,59,62,29,2,2,2,1,1,-13
74,67,33,7,91.0,5.0,65,60,28,0,1,-2,-1,-1,-14
