,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,74,37,2,0.25,0,0.0,1.0,0,7,4,7,5,0,0,0,0
1,74,37,2,0.125,0,1.0,1.0,0,7,4,7,5,0,0,0,0
2,74,37,2,1.0,1,2.0,2.0,0,7,4,7,5,0,0,0,0
3,76,38,4,0.25,1,4.0,2.0,0,9,5,9,6,2,1,1,1
4,74,37,2,0.5,1,6.0,2.0,0,7,4,7,5,-2,-1,-1,0
5,67,33,7,0.25,1,8.0,1.0,0,0,0,0,1,-7,-4,-1,-1
6,67,33,7,0.125,1,9.0,1.0,0,0,0,0,1,0,0,0,-1
7,72,36,0,1.0,2,10.0,1.0,0,5,3,5,4,5,3,1,0
8,71,35,11,0.125,2,11.0,1.0,0,4,2,4,3,-1,-1,-1,-1
9,69,34,9,0.25,2,12.0,2.0,0,2,1,2,2,-2,-1,-1,-2
10,67,33,7,0.5,2,14.0,2.0,0,0,0,0,1,-2,-1,-1,-3
11,74,37,2,0.25,2,16.0,2.0,0,7,4,7,5,7,4,1,-2
12,79,40,7,1.0,3,18.0,1.5,0,12,7,0,1,5,3,1,-1
13,79,40,7,0.062,3,19.5,0.5,0,12,7,0,1,0,0,0,-1
14,79,40,7,0.25,3,20.0,1.0,0,12,7,0,1,0,0,0,-1
15,79,40,7,0.125,3,21.0,1.0,0,12,7,0,1,0,0,0,-1
16,81,41,9,0.5,3,22.0,2.0,0,14,8,2,2,2,1,1,0
17,79,40,7,0.25,3,24.0,2.0,0,12,7,0,1,-2,-1,-1,-1
18,78,39,6,1.0,4,26.0,1.0,0,11,6,11,7,-1,-1,-1,-2
19,78,39,6,0.125,4,27.0,1.0,0,11,6,11,7,0,0,0,-2
20,76,38,4,0.25,4,28.0,1.0,0,9,5,9,6,-2,-1,-1,-3
21,76,38,4,0.125,4,29.0,1.0,0,9,5,9,6,0,0,0,-3
22,74,37,2,0.5,4,30.0,2.0,0,7,4,7,5,-2,-1,-1,-4
23,74,37,2,0.25,4,32.0,2.0,0,7,4,7,5,0,0,0,-4
24,74,37,2,1.0,5,34.0,2.0,0,7,4,7,5,0,0,0,-4
25,74,37,2,0.25,5,36.0,2.0,0,7,4,7,5,0,0,0,-4
26,79,40,7,0.5,5,38.0,3.0,0,12,7,0,1,5,3,1,-3
27,79,40,7,0.125,5,41.0,1.0,0,12,7,0,1,0,0,0,-3
28,79,40,7,1.0,6,42.0,1.5,0,12,7,0,1,0,0,0,-3
29,79,40,7,0.062,6,43.5,0.5,0,12,7,0,1,0,0,0,-3
30,78,39,6,0.25,6,44.0,1.0,0,11,6,11,7,-1,-1,-1,-4
31,76,38,4,0.125,6,45.0,1.0,0,9,5,9,6,-2,-1,-1,-5
32,74,37,2,0.5,6,46.0,4.0,0,7,4,7,5,-2,-1,-1,-6
33,71,35,11,1.0,7,50.0,2.0,0,4,2,4,3,-3,-2,-1,-7
34,71,35,11,0.0,7,52.0,1.0,0,4,2,4,3,0,0,0,-7
35,71,35,11,0.125,7,53.0,1.0,0,4,2,4,3,0,0,0,-7
36,72,36,0,0.5,7,54.0,1.5,0,5,3,5,4,1,1,1,-6
37,71,35,11,0.062,7,55.5,0.5,0,4,2,4,3,-1,-1,-1,-7
38,72,36,0,0.25,7,56.0,1.0,0,5,3,5,4,1,1,1,-6
39,74,37,2,0.125,7,57.0,1.0,0,7,4,7,5,2,1,1,-5
40,76,38,4,1.0,8,58.0,2.0,0,9,5,9,6,2,1,1,-4
41,74,37,2,0.25,8,60.0,1.0,0,7,4,7,5,-2,-1,-1,-5
42,76,38,4,0.125,8,61.0,1.0,0,9,5,9,6,2,1,1,-4
43,74,37,2,0.5,8,62.0,2.0,0,7,4,7,5,-2,-1,-1,-5
44,69,34,9,0.25,8,64.0,2.0,0,2,1,2,2,-5,-3,-1,-6
45,67,33,7,1.0,9,66.0,2.0,0,0,0,0,1,-2,-1,-1,-7
