,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,71,35,11,0.0,2.0,64,64,30,4,3,0,0,0,0
1,71,35,11,2.0,2.0,66,64,30,4,3,0,0,0,0
2,71,35,11,4.0,1.0,61,64,30,4,3,0,0,0,0
3,69,34,9,5.0,1.0,66,62,29,2,2,-2,-1,-1,-1
4,67,33,7,6.0,6.0,63,60,28,0,1,-2,-1,-1,-2
5,62,30,2,12.0,2.0,59,55,25,7,5,-5,-3,-1,-3
6,67,33,7,14.0,3.0,63,60,28,0,1,5,3,1,-2
7,69,34,9,17.0,1.0,61,62,29,2,2,2,1,1,-1
8,71,35,11,18.0,6.0,70,64,30,4,3,2,1,1,0
9,71,35,11,24.0,1.5,62,64,30,4,3,0,0,0,0
10,71,35,11,25.5,0.5,56,64,30,4,3,0,0,0,0
11,71,35,11,26.0,2.0,59,64,30,4,3,0,0,0,0
12,71,35,11,28.0,1.5,61,64,30,4,3,0,0,0,0
13,69,34,9,29.5,0.5,64,62,29,2,2,-2,-1,-1,-1
14,67,33,7,30.0,6.0,63,60,28,0,1,-2,-1,-1,-2
15,62,30,2,36.0,2.0,67,55,25,7,5,-5,-3,-1,-3
16,67,33,7,38.0,2.0,60,60,28,0,1,5,3,1,-2
17,69,34,9,40.0,2.0,58,62,29,2,2,2,1,1,-1
18,71,35,11,42.0,6.0,72,64,30,4,3,2,1,1,0
19,71,35,11,48.0,1.5,63,64,30,4,3,0,0,0,0
20,71,35,11,49.5,0.5,61,64,30,4,3,0,0,0,0
21,71,35,11,50.0,2.0,62,64,30,4,3,0,0,0,0
22,71,35,11,52.0,1.5,66,64,30,4,3,0,0,0,0
23,69,34,9,53.5,0.5,66,62,29,2,2,-2,-1,-1,-1
24,67,33,7,54.0,2.0,70,60,28,0,1,-2,-1,-1,-2
25,71,35,11,56.0,2.0,63,64,30,4,3,4,2,1,-1
26,74,37,2,58.0,2.0,58,67,32,7,5,3,2,1,0
27,74,37,2,60.0,2.0,64,67,32,7,5,0,0,0,0
28,72,36,0,62.0,2.0,61,65,31,5,4,-2,-1,-1,-1
29,71,35,11,64.0,2.0,58,64,30,4,3,-1,-1,-1,-2
30,71,35,11,66.0,1.0,63,64,30,4,3,0,0,0,-2
31,69,34,9,67.0,5.0,60,62,29,2,2,-2,-1,-1,-3
32,69,34,9,72.0,1.5,63,62,29,2,2,0,0,0,-3
33,71,35,11,73.5,0.5,59,64,30,4,3,2,1,1,-2
34,72,36,0,74.0,2.0,66,65,31,5,4,1,1,1,-1
35,71,35,11,76.0,2.0,56,64,30,4,3,-1,-1,-1,-2
36,69,34,9,78.0,4.0,72,62,29,2,2,-2,-1,-1,-3
37,67,33,7,82.0,2.0,61,60,28,0,1,-2,-1,-1,-4
38,71,35,11,84.0,3.0,60,64,30,4,3,4,2,1,-3
39,66,32,6,87.0,1.0,61,59,27,11,7,-5,-3,-1,-4
40,66,32,6,88.0,1.0,61,59,27,11,7,0,0,0,-4
41,69,34,9,89.0,1.0,65,62,29,2,2,3,2,1,-3
42,69,34,9,90.0,2.0,63,62,29,2,2,0,0,0,-3
43,67,33,7,92.0,2.0,57,60,28,0,1,-2,-1,-1,-4
