,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.0,1.0,61,55,25,7,5,0,0,0,0
1,71,35,11,1.0,1.0,62,64,30,4,3,9,5,1,1
2,71,35,11,2.0,1.0,61,64,30,4,3,0,0,0,1
3,71,35,11,3.0,1.0,62,64,30,4,3,0,0,0,1
4,71,35,11,4.0,1.0,59,64,30,4,3,0,0,0,1
5,74,37,2,5.0,1.0,65,67,32,7,5,3,2,1,2
6,74,37,2,6.0,1.0,61,67,32,7,5,0,0,0,2
7,74,37,2,7.0,1.0,62,67,32,7,5,0,0,0,2
8,72,36,0,8.0,1.0,62,65,31,5,4,-2,-1,-1,1
9,71,35,11,9.0,1.0,58,64,30,4,3,-1,-1,-1,0
10,71,35,11,10.0,2.0,64,64,30,4,3,0,0,0,0
11,71,35,11,12.0,1.0,61,64,30,4,3,0,0,0,0
12,69,34,9,13.0,1.0,64,62,29,2,2,-2,-1,-1,-1
13,71,35,11,14.0,1.0,56,64,30,4,3,2,1,1,0
14,72,36,0,15.0,1.0,58,65,31,5,4,1,1,1,1
15,71,35,11,16.0,1.0,64,64,30,4,3,-1,-1,-1,0
16,71,35,11,17.0,1.0,60,64,30,4,3,0,0,0,0
17,69,34,9,18.0,1.0,59,62,29,2,2,-2,-1,-1,-1
18,67,33,7,19.0,1.0,71,60,28,0,1,-2,-1,-1,-2
19,66,32,6,20.0,1.0,63,59,27,11,7,-1,-1,-1,-3
20,64,31,4,21.0,1.0,66,57,26,9,6,-2,-1,-1,-4
21,62,30,2,22.0,2.0,61,55,25,7,5,-2,-1,-1,-5
22,62,30,2,24.0,1.0,65,55,25,7,5,0,0,0,-5
23,67,33,7,25.0,3.0,66,60,28,0,1,5,3,1,-4
24,69,34,9,28.0,2.0,58,62,29,2,2,2,1,1,-3
25,69,34,9,30.0,1.0,61,62,29,2,2,0,0,0,-3
26,71,35,11,31.0,2.0,64,64,30,4,3,2,1,1,-2
27,76,38,4,33.0,1.0,65,69,33,9,6,5,3,1,-1
28,74,37,2,34.0,2.0,62,67,32,7,5,-2,-1,-1,-2
29,71,35,11,36.0,1.0,56,64,30,4,3,-3,-2,-1,-3
30,67,33,7,37.0,2.0,69,60,28,0,1,-4,-2,-1,-4
31,76,38,4,39.0,1.0,58,69,33,9,6,9,5,1,-3
32,74,37,2,40.0,2.0,59,67,32,7,5,-2,-1,-1,-4
33,72,36,0,42.0,1.0,63,65,31,5,4,-2,-1,-1,-5
34,71,35,11,43.0,5.0,70,64,30,4,3,-1,-1,-1,-6
