,midi_note_num,diatonic_note_num,chromatic_pitch_class,beat_strength,bar_num,offset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
0,62,30,2,0.25,0,0.0,1.0,0,-5,-3,7,5,0,0,0,0
1,67,33,7,1.0,1,1.0,2.0,0,0,0,0,1,5,3,1,1
2,69,34,9,0.25,1,3.0,1.0,0,2,1,2,2,2,1,1,2
3,67,33,7,0.5,1,4.0,1.0,0,0,0,0,1,-2,-1,-1,1
4,66,32,6,0.25,1,5.0,1.0,0,-1,-1,11,7,-1,-1,-1,0
5,64,31,4,0.25,1,6.0,1.0,0,-3,-2,9,6,-2,-1,-1,-1
6,62,30,2,0.5,1,7.0,1.0,0,-5,-3,7,5,-2,-1,-1,-2
7,64,31,4,0.25,1,8.0,1.0,0,-3,-2,9,6,2,1,1,-1
8,66,32,6,0.25,1,9.0,1.0,0,-1,-1,11,7,2,1,1,0
9,67,33,7,1.0,2,10.0,1.0,0,0,0,0,1,1,1,1,1
10,69,34,9,0.25,2,11.0,1.0,0,2,1,2,2,2,1,1,2
11,71,35,11,0.25,2,12.0,1.0,0,4,2,4,3,2,1,1,3
12,72,36,0,0.5,2,13.0,1.0,0,5,3,5,4,1,1,1,4
13,69,34,9,0.25,2,14.0,1.0,0,2,1,2,2,-3,-2,-1,3
14,67,33,7,0.25,2,15.0,1.0,0,0,0,0,1,-2,-1,-1,2
15,69,34,9,0.5,2,16.0,2.0,0,2,1,2,2,2,1,1,3
16,69,34,9,0.25,2,18.0,1.0,0,2,1,2,2,0,0,0,3
17,69,34,9,1.0,3,19.0,1.0,0,2,1,2,2,0,0,0,3
18,71,35,11,0.25,3,20.0,1.0,0,4,2,4,3,2,1,1,4
19,72,36,0,0.25,3,21.0,1.0,0,5,3,5,4,1,1,1,5
20,74,37,2,0.5,3,22.0,1.0,0,7,4,7,5,2,1,1,6
21,76,38,4,0.25,3,23.0,1.0,0,9,5,9,6,2,1,1,7
22,74,37,2,0.25,3,24.0,1.0,0,7,4,7,5,-2,-1,-1,6
23,71,35,11,1.0,4,25.0,1.0,0,4,2,4,3,-3,-2,-1,5
24,69,34,9,0.25,4,26.0,1.0,0,2,1,2,2,-2,-1,-1,4
25,71,35,11,0.25,4,27.0,1.0,0,4,2,4,3,2,1,1,5
26,67,33,7,0.5,4,28.0,2.0,0,0,0,0,1,-4,-2,-1,4
27,67,33,7,0.25,4,30.0,1.0,0,0,0,0,1,0,0,0,4
28,67,33,7,1.0,5,31.0,3.0,0,0,0,0,1,0,0,0,4
29,66,32,6,0.5,5,34.0,2.0,0,-1,-1,11,7,-1,-1,-1,3
30,64,31,4,0.25,5,36.0,1.0,0,-3,-2,9,6,-2,-1,-1,2
31,62,30,2,0.5,5,37.0,2.0,0,-5,-3,7,5,-2,-1,-1,1
32,62,30,2,0.25,5,39.0,1.0,0,-5,-3,7,5,0,0,0,1
33,72,36,0,1.0,6,40.0,1.0,0,5,3,5,4,10,6,1,2
34,72,36,0,0.25,6,41.0,1.0,0,5,3,5,4,0,0,0,2
35,72,36,0,0.25,6,42.0,1.0,0,5,3,5,4,0,0,0,2
36,71,35,11,0.5,6,43.0,3.0,0,4,2,4,3,-1,-1,-1,1
37,69,34,9,0.5,6,46.0,2.0,0,2,1,2,2,-2,-1,-1,0
38,71,35,11,0.25,6,48.0,1.0,0,4,2,4,3,2,1,1,1
39,67,33,7,1.0,7,49.0,3.0,0,0,0,0,1,-4,-2,-1,0
40,67,33,7,0.0,7,52.0,2.0,0,0,0,0,1,0,0,0,0
